Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2 91 v361.ptm - Realtime: Stage2 91 v361.ptm]
28.317,0.00,0.00,0.00,14.70,0.00,-15.00,0.0,14.08,-10.83,14.70,14.70,0.0,0.13,499.7,14.99,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,520,438,71.8,2,14.50,0.88,109,4.43,2.39,0.78,2.11,181,0.0,28.00,2012,0.00,1.98,0.000,-32.81,4.21,5.1,20,0.00,0
28.348,0.00,0.00,0.00,14.70,0.00,-15.00,0.0,13.92,-10.88,14.70,14.70,0.0,0.13,499.7,14.99,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,515,438,71.8,2,14.50,0.86,109,4.29,2.50,0.80,2.09,182,0.0,27.50,1991,0.00,2.07,0.000,-27.34,4.25,5.5,20,0.00,0
28.366,0.00,0.00,0.00,14.70,0.00,-15.00,0.0,14.08,-10.91,14.70,14.70,0.0,0.12,499.7,15.05,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,508,438,71.8,2,14.00,0.84,109,4.15,2.53,0.84,2.08,182,0.0,28.00,1959,0.00,2.19,0.000,-35.94,4.33,5.5,20,0.00,0
28.392,0.00,0.00,0.00,14.70,0.00,-15.00,0.0,14.08,-10.93,14.70,14.70,0.0,0.12,499.7,15.05,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,489,438,71.8,2,14.00,0.84,109,4.09,2.62,0.84,2.08,182,0.0,28.00,1934,0.00,2.23,0.000,-35.94,4.35,5.5,20,0.00,0
28.417,0.00,0.00,0.00,14.70,0.00,-15.00,0.0,14.00,-10.94,14.70,14.70,0.0,0.12,501.3,15.11,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,483,438,71.8,2,14.50,0.41,109,4.01,2.67,0.84,2.09,182,0.0,28.00,1911,0.00,2.27,0.000,-26.56,4.38,5.5,20,0.00,0
28.448,0.00,0.00,0.00,14.70,0.00,-15.00,0.0,14.00,-10.95,14.70,14.70,0.0,0.12,501.3,15.11,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,473,438,71.8,2,14.00,0.40,109,3.98,2.79,0.86,2.10,182,0.0,28.00,1881,0.00,2.31,0.000,-34.38,4.42,5.1,20,0.00,0
28.474,0.00,0.00,0.00,14.70,0.00,-15.00,0.0,14.00,-10.96,14.70,14.70,0.0,0.12,501.3,15.17,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,467,438,71.8,0,14.00,0.40,109,3.86,2.82,0.86,2.10,182,0.0,28.00,1851,0.00,2.37,0.000,-34.38,4.47,5.1,20,0.00,0
28.493,0.00,0.00,0.00,14.70,0.00,-15.00,0.0,14.00,-10.95,14.70,14.70,0.0,0.12,501.3,15.24,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,471,438,71.8,3,14.00,0.39,109,3.80,2.85,0.88,2.11,182,0.0,28.00,1827,0.00,2.40,0.000,-28.91,4.50,5.1,20,0.00,0
28.519,0.00,0.00,0.00,14.70,0.00,-15.00,1.6,14.00,-10.96,14.70,14.70,0.0,0.12,501.3,15.24,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,462,438,71.8,3,13.50,0.39,109,3.70,2.70,0.86,2.09,182,0.0,28.00,1798,14.18,2.66,0.000,-40.62,4.76,5.5,20,0.00,0
28.558,0.00,0.00,0.00,14.70,0.00,-15.00,3.5,13.84,-10.97,14.50,14.70,0.0,0.12,502.8,15.30,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,455,438,71.8,3,14.00,0.38,109,3.61,2.67,0.84,2.05,182,0.0,28.00,1754,24.23,3.85,0.000,-11.72,5.95,6.7,20,0.00,0
28.585,0.00,0.00,0.00,14.70,0.00,-15.00,3.5,13.84,-10.96,14.50,14.70,0.0,0.12,502.8,15.30,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,440,438,71.8,3,14.00,0.38,109,3.70,3.11,0.84,2.13,182,0.0,28.00,1732,26.40,4.39,0.000,-11.72,6.49,6.7,20,0.00,0
28.616,0.00,0.78,0.00,14.70,0.00,-15.00,3.9,14.00,-10.93,14.50,14.70,0.0,0.13,502.8,15.36,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,434,438,71.8,3,14.50,0.73,109,3.77,3.73,0.94,2.15,182,0.0,27.50,1708,28.30,4.54,0.000,-25.78,6.66,7.1,20,0.00,0
28.631,0.00,0.78,0.00,14.70,0.00,-15.00,4.3,14.00,-10.87,14.50,14.70,0.0,0.13,502.8,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,425,438,71.8,3,15.50,0.71,109,3.80,3.87,1.02,2.20,182,0.0,27.50,1667,30.85,4.70,0.000,-23.44,6.86,7.1,20,0.00,0
28.657,0.00,0.78,0.00,14.70,0.00,-15.00,4.3,14.00,-10.81,14.50,14.70,0.0,0.13,502.8,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,71.8,3,15.50,0.71,109,3.87,4.08,1.02,2.35,182,0.0,27.50,1645,32.00,4.77,0.000,-23.44,6.98,7.1,20,0.00,0
28.687,0.00,0.78,0.00,14.70,0.00,-15.09,4.3,14.08,-10.77,14.50,14.70,0.0,0.14,502.8,15.49,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,408,438,71.8,3,16.50,0.69,109,3.92,4.19,1.04,2.39,182,0.0,27.50,1608,32.78,4.81,0.000,-21.88,7.06,7.1,20,0.00,0
28.718,0.00,0.78,0.00,14.70,0.00,-15.00,4.7,14.08,-10.72,14.50,14.70,0.0,0.14,502.8,15.49,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,71.8,3,16.50,0.69,109,3.93,4.13,1.04,2.43,182,0.0,27.00,1572,33.99,4.99,0.000,-21.88,7.33,7.1,20,0.00,0
28.737,0.00,0.78,0.00,14.70,0.00,-14.83,4.3,14.00,-10.65,14.50,14.70,0.0,0.14,504.2,15.49,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,412,438,71.8,3,17.00,0.67,109,3.96,4.29,1.04,2.49,182,0.0,26.50,1539,33.19,5.03,0.000,-35.16,7.40,7.1,20,0.00,0
28.762,0.00,0.78,0.00,14.70,0.00,-14.74,4.3,14.08,-10.60,14.50,14.70,0.0,0.16,504.2,15.49,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,71.8,3,17.50,0.64,109,3.84,4.24,1.06,2.53,182,0.0,25.50,1469,33.20,5.07,0.000,-39.84,7.49,7.1,20,0.00,0
28.790,0.00,0.78,0.00,14.70,0.00,-14.53,4.3,14.08,-10.54,14.50,14.71,0.0,0.16,504.2,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,428,491,71.8,3,17.50,0.64,109,3.86,4.19,1.06,2.58,182,0.0,25.00,1450,33.21,5.13,0.000,-39.84,7.60,7.1,20,0.00,0
28.810,0.00,0.78,0.00,14.70,0.00,-14.27,4.7,14.00,-10.48,14.50,14.71,0.0,0.16,504.2,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,447,491,71.8,3,17.50,0.62,109,3.90,4.13,1.04,2.64,182,0.0,24.50,1428,35.96,5.30,0.000,-39.06,7.85,7.1,20,0.00,0
28.832,0.00,0.78,0.00,14.70,0.00,-14.23,5.1,14.08,-10.43,14.50,14.71,0.0,0.16,504.2,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,434,491,71.8,3,17.50,0.61,109,3.97,4.13,1.04,2.69,182,0.0,24.50,1423,37.14,5.35,0.000,-18.75,7.95,7.5,20,0.00,0
28.863,0.00,0.78,0.00,14.70,0.00,-14.27,5.1,14.08,-10.39,14.50,14.71,0.0,0.17,504.2,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,445,491,71.8,3,17.50,0.61,109,4.03,4.24,1.04,2.73,182,0.0,25.00,1420,38.35,5.40,0.000,-18.75,8.04,7.5,20,0.00,0
28.875,0.00,0.78,0.00,14.70,0.00,-14.27,5.5,14.00,-10.34,14.50,14.71,0.0,0.17,505.7,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,452,491,71.8,3,18.50,0.61,109,4.13,4.34,1.04,2.77,182,0.0,24.50,1422,40.30,5.49,0.000,-17.97,8.17,7.9,20,0.00,0
28.890,0.00,0.78,0.00,14.70,0.00,-14.31,6.3,14.00,-10.29,14.50,14.71,0.0,0.17,505.7,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,467,491,71.8,3,18.50,0.61,109,4.27,4.61,1.04,2.81,182,0.0,24.50,1433,48.03,5.64,0.000,-17.97,8.37,7.9,20,0.00,0
28.916,0.00,0.78,0.00,14.70,0.00,-14.42,7.5,14.16,-10.22,14.50,14.71,0.0,0.18,505.7,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,472,491,71.8,3,19.00,0.62,109,4.57,4.92,1.10,2.91,182,0.0,25.50,1476,65.01,6.22,0.000,-18.75,9.01,9.8,20,0.00,0
28.946,0.00,0.78,0.00,14.70,0.00,-14.82,8.2,14.16,-10.12,14.50,14.70,0.0,0.18,505.7,15.42,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,468,491,71.8,3,19.00,0.62,109,4.92,5.94,1.10,3.00,182,0.0,25.50,1504,72.56,7.24,0.000,-18.75,10.17,9.8,20,0.00,0
28.977,0.00,0.78,0.00,14.70,0.00,-15.00,8.6,14.00,-10.02,14.50,14.70,0.0,0.19,505.7,15.49,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,451,491,71.8,3,11.50,0.64,109,5.24,6.70,1.20,3.13,182,0.0,26.00,1520,78.39,7.50,0.000,46.09,10.53,11.8,20,0.00,0
29.004,0.00,0.78,0.00,14.70,2.26,-15.12,8.6,14.16,-9.71,14.50,14.70,0.0,0.22,505.7,15.36,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,434,438,71.8,3,12.50,0.98,109,5.81,9.80,1.44,3.92,182,0.0,26.00,1527,80.00,7.43,0.000,38.28,10.63,12.2,20,0.00,0
29.019,0.00,0.78,0.00,14.70,4.52,-15.20,8.6,14.16,-9.50,14.50,14.70,0.0,0.25,505.7,15.24,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,421,438,71.8,3,12.50,0.98,109,6.41,10.06,1.44,3.91,182,0.0,26.00,1531,78.35,7.17,0.000,38.28,10.57,12.2,20,0.00,0
29.049,0.00,0.78,0.00,14.70,9.07,-15.39,8.6,14.00,-9.20,14.50,14.70,0.0,0.26,507.1,14.99,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,419,438,71.8,3,14.50,0.98,109,6.99,10.42,1.48,4.18,182,0.0,26.00,1531,76.64,6.88,0.000,34.38,10.51,11.8,20,0.00,0
29.069,0.00,0.78,0.00,14.70,15.61,-16.28,8.6,14.00,-8.97,14.50,14.70,0.0,0.28,507.1,14.82,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,419,504,71.8,3,14.50,0.98,109,7.56,10.42,1.48,4.44,182,0.0,24.50,1536,76.62,6.35,0.000,34.38,10.43,11.8,20,0.00,0
29.092,0.00,0.78,0.00,14.70,17.69,-16.65,8.6,14.16,-8.67,14.50,14.70,0.0,0.30,507.1,14.82,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,504,71.8,3,15.00,1.31,109,7.91,10.60,1.48,4.68,182,0.0,24.00,1530,76.65,6.09,0.000,25.78,10.39,11.8,20,0.00,0
29.124,0.00,0.78,0.00,14.70,19.62,-16.91,8.2,14.00,-8.40,14.50,14.70,0.0,0.31,507.1,14.82,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,417,504,71.8,3,14.00,1.29,109,8.06,10.42,1.48,5.08,182,0.0,23.50,1512,75.84,5.91,0.000,19.53,10.42,11.8,20,0.00,0
29.154,0.00,0.78,0.00,14.70,21.35,-17.08,8.2,14.00,-8.16,14.50,14.71,0.0,0.32,507.1,14.87,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,584,71.8,3,14.00,1.29,109,8.12,10.42,1.48,5.24,182,0.0,23.00,1472,73.49,5.60,0.000,19.53,10.31,11.8,20,0.00,0
29.169,0.00,0.78,0.00,14.70,22.73,-17.09,8.2,14.16,-7.92,14.50,14.71,0.0,0.34,507.1,14.87,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,439,584,71.8,3,22.50,1.56,109,8.25,9.89,1.48,5.39,182,0.0,22.50,1453,73.56,5.28,0.000,28.91,10.35,11.4,20,0.00,0
29.197,0.00,0.78,0.00,14.70,22.72,-17.08,8.6,14.00,-7.74,14.50,14.71,0.0,0.34,508.6,14.87,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,457,584,71.8,3,22.50,1.55,109,8.48,9.63,1.44,5.59,182,0.0,22.50,1462,76.91,5.19,0.000,38.28,10.41,11.4,20,0.00,0
29.226,0.00,0.78,0.00,14.70,25.13,-17.66,8.6,14.00,-7.58,14.50,14.71,0.0,0.35,508.6,14.87,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,480,584,71.8,3,22.50,1.55,109,8.74,9.72,1.44,5.68,182,0.0,22.00,1481,79.40,5.23,0.000,38.28,10.70,11.4,20,0.00,0
29.257,0.00,0.78,0.00,14.70,25.40,-17.80,9.0,14.08,-7.47,14.50,14.71,0.0,0.35,508.6,14.87,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,492,584,71.8,3,22.00,1.58,109,8.98,10.06,1.46,5.77,182,0.0,21.50,1498,81.84,5.19,0.000,29.69,10.77,11.8,20,0.00,0
29.285,0.00,0.78,0.00,14.70,25.71,-17.95,9.0,14.00,-7.26,14.50,14.70,0.0,0.36,508.6,14.82,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,498,650,71.8,3,13.00,1.61,109,9.31,10.78,1.50,6.00,182,0.0,21.00,1518,82.59,5.14,0.000,26.56,10.85,12.6,20,0.00,0
29.303,0.00,0.78,0.00,14.70,27.97,-18.42,9.0,14.00,-7.11,14.50,14.70,0.0,0.37,508.6,14.82,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,517,650,71.8,3,13.00,1.61,109,9.56,11.05,1.50,6.13,182,0.0,21.00,1520,82.55,5.00,0.000,26.56,10.82,12.6,20,0.00,0
29.318,0.00,0.78,0.00,14.70,29.88,-18.72,8.6,14.08,-6.99,14.50,14.70,0.0,0.37,508.6,14.82,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,533,650,71.8,3,12.50,1.62,109,9.62,11.05,1.52,6.25,182,0.0,20.50,1509,80.08,4.61,0.000,21.88,10.67,12.2,20,0.00,0
29.347,0.00,0.78,0.00,14.70,29.58,-18.58,8.2,14.08,-6.82,14.50,14.71,0.0,0.37,508.6,14.87,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,558,650,71.8,3,12.50,1.62,109,9.63,11.05,1.52,6.37,182,0.0,20.50,1489,75.10,4.30,0.000,21.88,10.48,12.2,20,0.00,0
29.377,0.00,0.78,0.00,14.70,31.30,-18.80,8.2,14.00,-6.71,14.50,14.71,0.0,0.37,510.0,14.82,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,580,650,71.8,3,20.50,1.59,109,9.52,10.42,1.52,6.54,182,0.0,20.50,1478,72.65,4.00,0.000,12.50,10.29,11.4,21,0.00,0
29.392,0.00,0.78,0.00,14.70,29.14,-18.37,8.2,14.16,-6.64,14.50,14.71,0.0,0.37,510.0,14.87,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,570,650,71.8,3,20.50,1.57,109,9.46,9.97,1.46,6.57,182,0.0,20.50,1473,72.66,3.89,0.000,25.00,10.25,11.8,21,0.00,0
29.420,0.00,0.78,0.00,14.70,29.37,-18.48,8.2,14.16,-6.59,14.50,14.71,0.0,0.37,510.0,14.87,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,598,650,71.8,3,20.50,1.57,109,9.55,9.72,1.46,6.57,182,0.0,20.50,1485,72.62,3.75,0.000,25.00,10.22,11.8,21,0.00,0
29.451,0.00,0.78,0.00,14.70,29.60,-18.58,8.2,13.92,-6.51,14.50,14.71,0.0,0.37,510.0,14.87,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,598,650,71.8,3,21.50,1.59,109,9.69,10.51,1.46,6.58,182,0.0,20.50,1501,73.40,3.73,0.000,30.47,10.25,12.2,21,0.00,0
29.479,0.00,0.78,0.00,14.70,31.92,-19.08,8.2,14.00,-6.44,14.50,14.70,0.0,0.39,510.0,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,592,650,71.8,3,21.50,1.61,109,9.87,10.87,1.52,6.64,182,0.0,20.00,1510,71.65,3.64,0.000,35.16,10.22,11.8,21,0.00,0
29.499,0.00,0.78,0.00,14.70,32.07,-19.14,7.8,14.00,-6.37,14.50,14.70,0.0,0.39,510.0,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,574,650,71.8,3,21.50,1.61,109,9.98,10.87,1.52,6.77,182,0.0,20.00,1516,69.11,3.45,0.000,35.16,10.08,11.8,21,0.00,0
29.523,0.00,0.78,0.00,14.70,31.99,-19.11,7.8,13.92,-6.32,14.50,14.70,0.0,0.39,511.5,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,602,650,71.8,3,21.00,1.62,109,9.94,10.42,1.50,6.82,182,0.0,20.00,1511,67.49,3.08,0.000,14.84,9.81,11.4,21,0.00,0
29.552,0.00,0.78,0.00,14.70,31.83,-19.03,7.8,13.92,-6.29,14.50,14.70,0.0,0.39,511.5,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,617,650,71.8,3,21.00,1.62,109,9.86,9.89,1.50,6.85,182,0.0,20.00,1504,65.78,2.95,0.000,14.84,9.71,11.4,21,0.00,0
29.583,0.00,0.78,0.00,14.70,31.62,-18.94,7.5,14.00,-6.27,14.50,14.71,0.0,0.39,511.5,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,617,650,71.8,3,21.00,1.60,109,9.71,9.29,1.46,6.84,182,0.0,20.00,1493,64.15,2.91,0.000,34.38,9.68,11.4,21,0.00,0
29.613,0.00,0.78,0.00,14.70,31.55,-18.91,7.5,13.84,-6.28,14.50,14.71,0.0,0.37,511.5,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,622,650,71.8,3,21.00,1.59,109,9.63,9.55,1.44,6.78,182,0.0,20.50,1492,61.61,2.80,0.000,31.25,9.58,11.0,21,0.00,0
29.628,0.00,0.78,0.00,14.70,29.65,-18.61,7.1,13.92,-6.29,14.50,14.71,0.0,0.37,511.5,14.87,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,620,650,71.8,3,21.50,1.60,109,9.60,8.95,1.40,6.76,182,0.0,20.50,1500,59.90,2.57,0.000,25.00,9.32,10.6,21,0.00,0
29.655,0.00,0.78,0.00,14.70,29.80,-18.68,7.1,13.92,-6.33,14.50,14.70,0.0,0.37,511.5,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,611,650,71.8,3,21.50,1.60,109,9.59,8.86,1.40,6.69,182,0.0,20.50,1514,57.36,2.52,0.000,25.00,9.25,10.6,21,0.00,0
29.685,0.00,0.78,0.00,14.70,30.05,-18.79,6.7,13.84,-6.40,14.50,14.70,0.0,0.37,513.0,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,619,650,71.8,3,21.50,1.62,109,9.50,8.49,1.38,6.62,182,0.0,21.00,1518,54.88,2.28,0.000,15.62,8.93,10.2,21,0.00,0
29.716,0.00,0.78,0.00,14.70,27.99,-18.43,6.7,13.84,-6.45,14.50,14.70,0.0,0.36,513.0,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,628,650,71.8,3,21.50,1.62,109,9.40,8.12,1.38,6.56,182,0.0,21.00,1517,52.35,2.15,0.000,15.62,8.75,10.2,21,0.00,0
29.739,0.00,0.78,0.00,14.70,27.89,-18.38,6.3,14.00,-6.55,14.50,14.70,0.0,0.36,513.0,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,631,650,71.8,3,22.00,1.29,109,9.19,7.83,1.36,6.40,182,0.0,21.00,1513,46.45,1.94,0.000,11.72,8.47,9.4,21,0.00,0
29.769,0.00,0.78,0.00,14.70,25.63,-17.91,5.5,13.76,-6.69,14.50,14.70,0.0,0.35,513.0,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,643,584,71.8,3,22.00,1.29,109,8.89,7.33,1.30,6.29,182,0.0,22.00,1504,40.41,1.66,0.000,9.38,8.03,8.7,21,0.00,0
29.791,0.00,0.78,0.00,14.70,25.63,-17.91,5.5,13.92,-6.78,14.50,14.70,0.0,0.35,513.0,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,623,584,71.8,3,23.00,1.28,109,8.78,7.27,1.28,6.18,182,0.0,22.00,1505,38.81,1.67,0.000,-46.88,7.95,8.3,21,0.00,0
29.823,0.00,0.78,0.00,14.70,23.60,-17.56,4.7,13.92,-6.88,14.50,14.70,0.0,0.34,513.0,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,608,584,71.8,3,23.00,1.28,109,8.62,6.87,1.28,6.08,182,0.0,22.00,1509,36.00,1.59,0.000,-46.88,7.78,8.3,21,0.00,0
29.836,0.00,0.78,0.00,14.70,23.71,-17.62,4.3,13.76,-7.05,14.50,14.70,0.0,0.34,514.4,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,603,584,71.8,3,23.00,1.29,109,8.48,5.71,1.18,5.81,182,0.0,22.50,1515,32.78,1.44,0.000,-48.44,7.51,7.5,21,0.00,0
29.865,0.00,0.78,0.00,14.70,21.78,-17.33,3.5,13.76,-7.24,14.50,14.70,0.0,0.32,514.4,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,593,584,71.8,3,23.00,1.29,109,8.22,5.56,1.18,5.65,182,0.0,23.00,1524,27.15,1.19,0.000,-48.44,7.01,7.5,21,0.00,0
29.896,0.00,0.78,0.00,14.70,19.68,-16.95,2.4,13.92,-7.39,14.50,14.70,0.0,0.31,514.4,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,582,584,71.8,3,23.50,1.30,109,7.94,4.92,1.16,5.50,182,0.0,23.50,1524,22.70,1.04,0.000,-40.62,6.70,6.7,21,0.00,0
29.924,0.00,0.78,0.00,14.70,17.57,-16.56,1.6,13.76,-7.66,14.50,14.70,0.0,0.30,514.4,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,573,504,71.8,3,24.00,1.30,109,7.55,4.24,1.04,5.10,182,0.0,24.00,1521,19.80,1.02,0.000,-40.62,6.52,5.9,21,0.00,0
29.938,0.00,0.78,0.00,14.70,17.51,-16.53,1.2,13.76,-7.84,14.50,14.70,0.0,0.28,514.4,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,556,504,71.8,3,24.00,1.30,109,7.20,4.03,1.04,4.91,182,0.0,25.00,1516,19.50,1.19,0.000,-40.62,6.52,5.9,21,0.00,0
29.970,0.00,0.78,0.00,14.70,15.39,-16.12,0.8,13.84,-8.07,14.50,14.70,0.0,0.27,514.4,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,549,438,71.8,3,24.50,0.97,109,6.94,3.87,1.02,4.74,182,0.0,25.50,1511,19.30,1.36,0.000,-40.62,6.51,5.9,21,0.00,0
29.990,0.00,0.78,0.00,14.70,11.18,-15.33,0.8,13.84,-8.28,14.50,14.70,0.0,0.26,514.4,14.82,183,1.000,0.00,0.00,3.0,0.0,0.00,0.00,1.000,528,438,71.8,3,24.50,0.97,108,6.65,3.78,1.02,4.58,182,0.0,26.00,1511,19.00,1.69,0.000,-40.62,6.50,5.9,21,0.00,0
30.014,0.00,0.78,0.00,14.70,11.19,-15.33,0.4,13.60,-8.49,14.50,14.70,0.0,0.25,515.8,14.82,183,1.000,0.00,0.00,1.0,0.0,0.00,0.00,1.000,503,438,71.8,3,25.50,0.97,108,6.38,3.60,1.00,4.28,182,0.0,26.00,1513,18.80,1.83,0.000,-32.81,6.49,5.5,21,0.00,0
30.042,0.00,0.78,0.00,14.70,8.97,-15.28,0.4,13.76,-8.65,14.50,14.70,0.0,0.25,515.8,14.99,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,494,438,71.8,3,26.00,0.97,108,6.17,3.22,0.94,4.13,182,0.0,26.00,1516,18.60,1.96,0.000,-44.53,6.46,5.1,21,0.00,0
30.055,0.00,0.78,0.00,14.70,6.73,-15.21,0.4,13.76,-8.81,14.50,14.70,0.0,0.23,515.8,15.11,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,479,438,71.8,3,26.00,0.97,108,5.96,2.90,0.94,3.97,182,0.0,26.00,1518,18.40,2.10,0.000,-44.53,6.44,5.1,21,0.00,0
30.076,0.00,0.78,0.00,14.70,6.75,-15.24,0.8,13.60,-8.96,14.50,14.70,0.0,0.22,515.8,15.11,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,466,438,71.8,3,26.00,0.97,109,5.76,2.79,0.86,3.82,182,0.0,26.00,1520,18.20,2.22,0.000,-34.38,6.42,5.1,21,0.00,0
30.111,0.00,0.78,0.00,14.70,4.50,-15.16,0.8,13.60,-9.20,14.50,14.70,0.0,0.21,515.8,15.24,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,452,438,71.8,3,26.00,0.97,109,5.46,2.79,0.86,3.68,182,0.0,26.00,1521,17.80,2.49,0.000,-34.38,6.38,5.1,21,0.00,0
30.138,0.00,0.78,0.00,14.70,2.25,-15.07,0.4,13.84,-9.37,14.50,14.70,0.0,0.21,515.8,15.36,183,1.000,0.00,0.00,0.0,0.0,0.00,0.00,1.000,450,438,71.8,3,26.00,0.97,109,5.26,2.85,0.88,3.44,182,0.0,26.00,1519,17.60,2.62,0.000,-31.25,6.38,5.1,21,0.00,0
