Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.0-17408][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage2 91 v361.ptm - Realtime: Stage2 91 v361.ptm]
129.945,0.00,6.25,0.50,17.44,0.00,-10.62,0.0,14.08,-9.72,13.67,14.63,0.0,0.19,857.2,13.02,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,438,71.8,6,1.50,0.44,90,2.37,2.42,0.82,3.49,195,0.0,17.50,691,0.00,5.23,1.000,-25.78,8.71,5.1,49,0.00,0
129.977,0.00,6.25,0.50,17.46,0.00,-10.62,0.0,13.84,-9.73,13.67,14.63,0.0,0.19,857.2,13.02,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,71.8,6,1.50,0.44,90,2.38,2.47,0.82,3.49,195,0.0,17.50,692,0.00,5.24,1.000,-28.12,8.71,5.1,49,0.00,0
130.003,0.00,6.25,0.50,17.31,0.00,-10.62,0.0,14.00,-9.71,13.67,14.63,0.0,0.21,857.2,13.02,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,423,438,71.8,6,1.50,0.44,90,2.38,2.47,0.82,3.50,195,0.0,18.00,690,0.00,5.22,1.000,-25.00,8.71,5.1,49,0.00,0
130.039,0.00,6.25,0.50,17.13,0.00,-10.65,0.0,14.08,-9.69,13.67,14.63,0.0,0.21,857.1,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,434,438,71.8,6,1.50,0.44,90,2.38,2.47,0.82,3.50,195,0.0,18.00,688,0.00,5.21,1.000,-25.78,8.71,5.1,49,0.00,0
130.068,0.00,6.25,0.50,17.07,0.00,-10.65,0.0,14.08,-9.69,13.67,14.63,0.0,0.21,857.1,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,422,438,71.8,6,1.50,0.44,90,2.38,2.39,0.82,3.52,195,0.0,18.00,685,0.00,5.21,1.000,-25.78,8.71,5.1,49,0.00,0
130.093,0.00,6.25,0.50,17.01,0.00,-10.65,0.0,13.92,-9.70,13.67,14.63,0.0,0.21,857.1,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,71.8,6,1.50,0.44,90,2.38,2.50,0.80,3.53,195,0.0,18.00,685,0.00,5.20,1.000,-25.78,8.71,5.1,48,0.00,0
130.108,0.00,6.25,0.50,16.94,0.00,-10.65,0.0,13.92,-9.68,13.67,14.63,0.0,0.21,857.1,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,433,438,71.8,6,1.50,0.44,90,2.38,2.42,0.80,3.53,195,0.0,18.00,685,0.00,5.21,1.000,-25.78,8.71,5.1,48,0.00,0
130.130,0.00,6.25,0.38,16.88,0.00,-10.65,0.0,14.00,-9.68,13.67,14.63,0.0,0.21,857.1,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,409,438,71.8,6,7.00,0.44,90,2.39,2.53,0.80,3.54,195,0.0,18.00,685,0.00,5.19,1.000,-25.78,8.71,5.1,48,0.00,0
130.156,0.00,6.25,0.38,16.76,0.00,-10.65,0.0,14.00,-9.67,13.67,14.63,0.0,0.21,857.1,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,434,438,71.8,6,7.00,0.44,90,2.40,2.42,0.80,3.54,195,0.0,18.00,691,0.00,5.19,1.000,-25.00,8.71,5.1,48,0.00,0
130.184,0.00,6.25,0.38,16.73,0.00,-10.65,0.0,14.00,-9.67,13.67,14.63,0.0,0.21,857.1,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,71.8,6,7.00,0.44,90,2.41,2.50,0.80,3.56,195,0.0,18.00,694,0.00,5.17,1.000,-25.00,8.71,5.1,48,0.00,0
130.199,0.00,6.25,0.38,16.63,0.00,-10.65,0.0,14.00,-9.65,13.67,14.63,0.0,0.21,857.0,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,415,438,71.8,6,7.00,0.44,90,2.41,2.47,0.80,3.56,195,0.0,18.00,693,0.00,5.16,1.000,-27.34,8.71,5.1,48,0.00,0
130.228,0.00,6.25,0.38,16.59,0.00,-10.65,0.0,14.00,-9.65,13.67,14.63,0.0,0.21,857.0,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,438,71.8,6,7.00,0.44,90,2.41,2.47,0.80,3.59,195,0.0,18.00,693,0.00,5.16,1.000,-27.34,8.71,5.1,48,0.00,0
130.249,0.00,6.25,0.38,16.48,0.00,-10.65,0.0,13.92,-9.64,13.67,14.63,0.0,0.21,857.0,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,421,438,71.8,6,7.00,0.44,90,2.41,2.47,0.82,3.59,195,0.0,18.00,694,0.00,5.15,1.000,-28.12,8.71,5.1,48,0.00,0
130.274,0.00,6.25,0.38,16.45,0.00,-10.65,0.0,14.00,-9.65,13.67,14.63,0.0,0.21,857.0,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,420,438,71.8,6,6.50,0.45,90,2.42,2.47,0.82,3.59,195,0.0,18.00,698,0.00,5.16,1.000,-28.91,8.71,5.1,48,0.00,0
130.289,0.00,6.25,0.38,16.33,0.00,-10.65,0.0,14.00,-9.63,13.67,14.63,0.0,0.21,857.0,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,424,438,71.8,6,6.50,0.45,90,2.43,2.47,0.82,3.59,195,0.0,18.00,700,0.00,5.15,1.000,-28.91,8.71,5.1,48,0.00,0
130.315,0.00,6.25,0.25,16.25,0.00,-10.65,0.0,14.00,-9.64,13.67,14.63,0.0,0.21,857.0,12.93,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,411,438,71.8,6,6.50,0.45,90,2.44,2.42,0.82,3.58,195,0.0,17.50,707,0.00,5.15,1.000,-37.50,8.71,4.7,47,0.00,0
130.345,0.00,6.25,0.25,16.17,0.00,-10.65,0.0,14.00,-9.63,13.67,14.63,0.0,0.21,857.0,12.98,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,402,438,71.8,6,6.50,0.45,90,2.45,2.47,0.82,3.59,195,0.0,18.00,707,0.00,5.14,1.000,-37.50,8.71,4.7,47,0.00,0
130.378,0.00,6.25,0.25,16.09,0.00,-10.65,0.0,13.92,-9.62,13.67,14.63,0.0,0.21,857.0,12.98,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,71.8,6,6.00,0.45,90,2.45,2.39,0.82,3.59,195,0.0,18.00,706,0.00,5.14,1.000,-42.19,8.71,4.7,47,0.00,0
130.392,0.00,6.25,0.25,15.99,0.00,-10.65,0.0,14.08,-9.63,13.67,14.63,0.0,0.21,857.0,12.98,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,409,438,71.8,6,6.00,0.45,90,2.44,2.45,0.82,3.60,195,0.0,18.00,706,0.00,5.13,1.000,-42.19,8.71,4.7,47,0.00,0
130.408,0.00,6.25,0.25,15.89,0.00,-10.65,0.0,14.08,-9.62,13.67,14.63,0.0,0.21,857.0,12.98,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,409,438,71.8,6,6.00,0.45,90,2.44,2.36,0.82,3.60,195,0.0,18.00,705,0.00,5.14,1.000,-42.19,8.71,4.7,47,0.00,0
130.437,0.00,6.25,0.25,15.74,0.00,-10.62,0.0,14.08,-9.64,13.67,14.63,0.0,0.19,857.0,12.98,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,410,438,71.8,6,6.00,0.45,90,2.44,2.33,0.80,3.59,195,0.0,17.50,707,0.00,5.15,1.000,-34.38,8.71,4.7,47,0.00,0
130.473,0.00,6.25,0.25,15.68,0.00,-10.62,0.0,14.08,-9.62,13.67,14.63,0.0,0.19,857.0,13.11,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,413,438,71.8,6,6.00,0.45,90,2.44,2.39,0.80,3.59,195,0.0,17.50,709,0.00,5.13,1.000,-34.38,8.71,4.7,47,0.00,0
130.504,0.00,6.25,0.12,15.57,0.00,-10.62,0.0,14.00,-9.63,13.67,14.63,0.0,0.19,857.0,13.11,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,405,438,71.8,6,6.00,0.45,90,2.45,2.33,0.80,3.58,195,0.0,17.50,715,0.00,5.15,1.000,-32.81,8.71,4.7,47,0.00,0
130.519,0.00,6.25,0.12,15.44,0.00,-10.62,0.0,14.00,-9.63,13.67,14.63,0.0,0.19,856.9,13.11,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,401,438,71.8,6,6.00,0.46,90,2.45,2.36,0.80,3.57,195,0.0,17.50,715,0.00,5.14,1.000,-32.03,8.71,4.7,46,0.00,0
130.549,0.00,6.25,0.12,15.39,0.00,-10.62,0.0,14.00,-9.63,13.67,14.63,0.0,0.19,856.9,13.11,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,414,438,71.8,6,6.00,0.46,90,2.45,2.36,0.80,3.57,195,0.0,17.50,715,0.00,5.13,1.000,-32.03,8.71,4.7,46,0.00,0
130.569,0.00,6.25,0.12,15.30,0.00,-10.62,0.0,14.00,-9.65,13.67,14.63,0.0,0.19,856.9,13.11,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,71.8,6,6.00,0.46,90,2.44,2.36,0.80,3.57,195,0.0,17.50,715,0.00,5.15,1.000,-42.97,8.71,4.7,46,0.00,0
130.595,0.00,6.25,0.00,15.21,0.00,-10.62,0.0,14.00,-9.64,13.67,14.63,0.0,0.19,856.9,13.11,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,392,438,71.8,6,6.00,0.46,90,2.44,2.39,0.80,3.57,195,0.0,17.50,715,0.00,5.15,1.000,-37.50,8.71,4.7,45,0.00,0
130.628,0.00,6.25,0.00,15.08,0.00,-10.62,0.0,14.00,-9.66,13.67,14.63,0.0,0.19,856.9,13.11,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,409,438,71.8,6,6.00,0.46,90,2.45,2.28,0.80,3.57,195,0.0,17.50,719,0.00,5.16,1.000,-37.50,8.71,4.7,45,0.00,0
130.649,0.00,6.25,0.00,14.93,0.00,-10.62,0.0,13.92,-9.65,13.67,14.63,0.0,0.19,856.9,13.11,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,393,438,71.8,6,6.00,0.46,90,2.45,2.33,0.80,3.56,195,0.0,17.50,722,0.00,5.16,1.000,-37.50,8.71,4.7,45,0.00,0
130.673,3.91,6.25,0.00,14.89,0.00,-10.62,0.0,14.08,-9.65,13.67,14.63,0.0,0.19,856.9,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,409,438,71.8,6,6.00,0.46,90,2.45,2.33,0.78,3.56,195,0.0,17.50,724,0.00,5.16,1.000,-39.84,8.71,4.7,45,0.00,0
130.703,3.91,6.25,0.00,14.76,0.00,-10.62,0.0,14.08,-9.67,13.67,14.63,0.0,0.19,856.9,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,393,438,71.8,6,6.00,0.46,90,2.45,2.28,0.78,3.55,195,0.0,17.50,726,0.00,5.17,1.000,-39.84,8.71,4.7,45,0.00,0
130.718,3.91,6.25,0.00,14.74,0.00,-10.62,0.0,14.08,-9.66,13.67,14.63,0.0,0.19,856.9,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,398,438,71.8,6,5.50,0.46,90,2.44,2.36,0.78,3.55,195,0.0,17.50,726,0.00,5.17,1.000,-39.84,8.71,4.7,45,0.00,0
130.747,3.91,6.25,0.00,14.69,0.00,-10.62,0.0,14.08,-9.66,13.67,14.63,0.0,0.19,856.9,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,394,438,71.8,6,5.50,0.46,90,2.43,2.25,0.78,3.55,195,0.0,17.50,727,0.00,5.17,1.000,-39.84,8.71,4.7,45,0.00,0
130.777,3.91,6.25,0.00,14.67,0.00,-10.62,0.0,13.92,-9.68,13.67,14.63,0.0,0.19,856.9,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,399,438,71.8,6,6.00,0.46,90,2.43,2.30,0.78,3.54,195,0.0,17.50,730,0.00,5.18,1.000,-39.84,8.71,4.7,44,0.00,0
130.789,3.91,6.25,0.00,14.64,0.00,-10.38,0.0,13.92,-9.68,13.67,14.63,0.0,0.19,856.9,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,402,438,71.8,6,6.00,0.46,90,2.43,2.25,0.78,3.54,195,0.0,17.50,731,0.00,5.19,1.000,-39.84,8.71,4.7,44,0.00,0
130.812,3.91,6.25,0.00,14.60,0.00,-10.38,0.0,14.00,-9.70,13.67,14.63,0.0,0.19,856.9,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,391,438,71.8,6,6.00,0.47,90,2.43,2.33,0.78,3.52,195,0.0,17.50,732,0.00,5.20,1.000,-38.28,8.71,4.7,44,0.00,0
130.830,3.91,6.25,0.00,14.56,0.00,-10.38,0.0,14.00,-9.69,13.67,14.63,0.0,0.19,856.9,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,71.8,6,6.00,0.47,90,2.43,2.25,0.78,3.52,195,0.0,17.50,733,0.00,5.21,1.000,-38.28,8.71,4.7,44,0.00,0
130.856,3.12,6.25,0.00,14.52,0.00,-10.38,0.0,14.08,-9.71,13.67,14.63,0.0,0.19,856.8,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,391,438,71.8,6,6.00,0.47,90,2.43,2.25,0.78,3.51,195,0.0,17.50,735,0.00,5.21,1.000,-36.72,8.71,4.7,43,0.00,0
130.894,3.12,6.25,0.00,14.49,0.00,-10.38,0.0,14.08,-9.72,13.67,14.63,0.0,0.19,856.8,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,394,438,71.8,6,6.00,0.47,90,2.42,2.28,0.78,3.50,195,0.0,17.50,736,0.00,5.22,1.000,-36.72,8.71,4.7,43,0.00,0
130.924,3.12,6.25,-0.12,14.47,0.00,-10.38,0.0,14.00,-9.72,13.67,14.63,0.0,0.19,856.8,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,394,438,71.8,6,6.00,0.47,90,2.42,2.28,0.78,3.50,195,0.0,17.50,737,0.00,5.23,1.000,-45.31,8.71,4.7,43,0.00,0
130.954,3.12,6.25,-0.12,14.44,0.00,-10.38,0.0,14.00,-9.74,13.67,14.63,0.0,0.19,856.8,14.76,190,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,398,438,71.8,6,6.00,0.47,90,2.42,2.22,0.78,3.48,195,0.0,17.50,741,0.00,5.25,1.000,-45.31,8.71,4.7,43,0.00,0
130.969,3.12,6.25,-0.12,14.40,0.00,-10.38,0.0,14.00,-9.75,13.67,14.63,0.0,0.19,856.8,14.76,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,380,438,71.8,6,6.00,0.47,90,2.41,2.28,0.78,3.48,195,0.0,17.50,742,0.00,5.24,1.000,-37.50,8.71,4.7,43,0.00,0
130.998,3.12,6.25,-0.12,14.36,0.00,-10.38,0.0,14.08,-9.75,13.67,14.63,0.0,0.19,856.8,14.76,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,402,438,71.8,6,6.50,0.48,90,2.42,2.28,0.78,3.48,195,0.0,17.50,743,0.00,5.26,1.000,-38.28,8.71,4.7,43,0.00,0
131.034,3.12,6.25,-0.12,14.32,0.00,-10.38,0.0,14.08,-9.77,13.67,14.63,0.0,0.19,856.8,14.76,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,390,438,71.8,6,6.50,0.48,90,2.41,2.22,0.78,3.46,195,0.0,17.50,745,0.00,5.28,1.000,-38.28,8.71,4.7,43,0.00,0
131.049,3.12,6.25,-0.12,14.28,0.00,-10.38,0.0,14.16,-9.78,13.67,14.63,0.0,0.18,856.8,14.76,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,389,438,71.8,6,6.50,0.48,90,2.41,2.28,0.78,3.44,195,0.0,17.00,747,0.00,5.27,1.000,-39.06,8.71,4.7,42,0.00,0
131.079,3.12,6.25,-0.12,14.27,0.00,-10.35,0.0,14.00,-9.78,13.67,14.63,0.0,0.18,856.8,14.76,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,389,438,71.8,6,6.50,0.48,90,2.40,2.28,0.78,3.44,195,0.0,17.00,748,0.00,5.29,1.000,-38.28,8.71,4.7,42,0.00,0
131.113,3.12,6.25,-0.12,14.22,0.00,-10.35,0.0,14.00,-9.80,13.67,14.63,0.0,0.18,856.8,14.76,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,401,438,71.8,6,6.50,0.48,90,2.40,2.22,0.78,3.43,195,0.0,17.00,750,0.00,5.31,1.000,-38.28,8.71,4.7,42,0.00,0
131.137,3.12,6.25,-0.25,14.18,0.00,-10.35,0.0,14.00,-9.82,13.67,14.63,0.0,0.18,856.8,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,386,438,71.8,6,6.50,0.48,90,2.39,2.30,0.78,3.41,195,0.0,17.00,750,0.00,5.31,1.000,-37.50,8.71,4.7,42,0.00,0
131.167,3.12,6.25,-0.25,14.15,0.00,-10.35,0.0,14.08,-9.83,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,387,438,71.8,6,6.50,0.48,90,2.38,2.25,0.78,3.40,195,0.0,17.00,751,0.00,5.32,1.000,-37.50,8.71,4.7,42,0.00,0
131.196,3.12,6.25,-0.25,14.10,0.00,-10.35,0.0,14.08,-9.83,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,388,438,71.8,6,6.50,0.48,90,2.37,2.22,0.78,3.40,195,0.0,17.00,750,0.00,5.35,1.000,-37.50,8.71,4.7,42,0.00,0
131.224,3.12,6.25,-0.25,14.04,0.00,-10.35,0.0,14.08,-9.86,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,397,438,71.8,6,6.50,0.48,90,2.37,2.25,0.78,3.38,195,0.0,17.00,751,0.00,5.34,1.000,-38.28,8.71,4.7,41,0.00,0
131.239,2.34,6.25,-0.25,14.02,0.00,-10.35,0.0,14.00,-9.85,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,390,438,71.8,6,6.50,0.48,90,2.36,2.25,0.78,3.38,195,0.0,17.00,751,0.00,5.35,1.000,-38.28,8.71,4.7,41,0.00,0
131.259,2.34,6.25,-0.25,14.00,0.00,-10.35,0.0,14.00,-9.87,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,395,438,71.8,6,6.50,0.48,90,2.36,2.20,0.78,3.36,195,0.0,17.00,752,0.00,5.38,1.000,-38.28,8.71,4.7,41,0.00,0
131.280,2.34,6.25,-0.38,13.99,0.00,-10.35,0.0,14.00,-9.87,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,383,438,71.8,6,6.50,0.48,90,2.35,2.25,0.76,3.34,195,0.0,17.00,752,0.00,5.37,1.000,-35.94,8.71,4.7,40,0.00,0
131.306,2.34,6.25,-0.38,13.95,0.00,-10.35,0.0,14.00,-9.89,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,399,438,71.8,6,6.50,0.48,90,2.35,2.20,0.76,3.34,195,0.0,17.00,753,0.00,5.40,1.000,-35.94,8.71,4.7,40,0.00,0
131.331,2.34,6.25,-0.38,13.94,0.00,-10.35,0.0,14.08,-9.89,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,385,438,71.8,6,6.50,0.48,90,2.34,2.25,0.76,3.32,195,0.0,17.00,753,0.00,5.39,1.000,-35.16,8.71,4.7,40,0.00,0
131.344,2.34,6.25,-0.38,13.90,0.00,-10.35,0.0,14.08,-9.90,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,392,438,71.8,6,6.50,0.48,90,2.34,2.20,0.76,3.32,195,0.0,17.00,752,0.00,5.41,1.000,-35.16,8.71,4.7,40,0.00,0
131.377,2.34,6.25,-0.38,13.88,0.00,-10.35,0.0,14.08,-9.92,13.67,14.63,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,394,438,71.8,6,6.50,0.48,90,2.33,2.22,0.76,3.31,195,0.0,17.00,753,0.00,5.41,0.773,-32.81,8.71,4.7,40,0.00,0
131.402,2.34,6.25,-0.38,13.87,0.00,-10.37,0.0,13.92,-9.92,13.74,14.73,0.0,0.18,856.7,14.59,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,394,438,71.8,6,6.50,0.48,90,2.33,2.25,0.76,3.31,195,0.0,17.00,753,0.00,5.43,0.713,-32.81,8.71,4.7,40,0.00,0
131.422,2.34,6.25,-0.38,13.84,0.00,-10.37,0.0,13.92,-9.94,13.74,14.73,0.0,0.18,856.7,14.70,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,403,438,71.8,6,6.50,0.48,90,2.32,2.22,0.76,3.29,195,0.0,17.00,751,0.00,5.45,0.673,-32.81,8.71,4.7,40,0.00,0
131.446,1.56,6.25,-0.38,13.83,0.00,-10.37,0.0,13.84,-9.94,13.74,14.73,0.0,0.18,856.7,14.70,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,392,438,71.8,6,6.50,0.48,90,2.32,2.25,0.76,3.27,195,0.0,17.00,750,0.00,5.44,0.613,-33.59,8.71,4.7,40,0.00,0
131.476,1.56,6.25,-0.38,13.82,0.00,-10.37,0.0,14.00,-9.94,13.74,14.73,0.0,0.18,856.6,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,71.8,6,6.50,0.48,90,2.31,2.25,0.78,3.27,195,0.0,17.00,749,0.00,5.46,0.321,-30.47,8.71,4.7,39,0.00,0
131.505,1.56,6.25,-0.38,13.78,0.00,-10.38,0.0,14.00,-9.96,13.74,14.73,0.0,0.18,856.6,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,397,438,71.8,6,6.50,0.48,90,2.31,2.22,0.78,3.27,195,0.0,17.00,746,0.00,5.47,0.281,-30.47,8.71,4.7,39,0.00,0
131.520,1.56,6.25,-0.38,13.78,0.00,-10.40,0.0,14.08,-9.96,13.74,14.73,0.0,0.18,856.6,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,396,438,71.8,6,6.50,0.48,90,2.30,2.28,0.78,3.27,195,0.0,17.00,743,0.00,5.46,0.000,-35.94,8.71,4.7,39,0.00,0
131.542,1.56,6.25,-0.38,13.75,0.00,-10.40,0.0,14.08,-9.96,13.74,14.73,0.0,0.18,856.6,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,395,438,71.8,6,6.50,0.48,90,2.29,2.20,0.78,3.27,195,0.0,17.00,743,0.00,5.48,0.000,-35.94,8.71,4.7,39,0.00,0
131.568,1.56,6.25,-0.50,13.74,0.00,-10.40,0.0,13.36,-9.98,13.74,14.73,0.0,0.18,856.6,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,399,438,71.8,6,6.50,0.48,90,2.29,2.22,0.76,3.26,195,0.0,17.00,742,0.00,5.47,0.000,-27.34,8.71,4.7,39,0.00,0
131.609,1.56,6.25,-0.50,13.71,0.00,-10.40,0.0,13.36,-9.98,13.74,14.73,0.0,0.18,856.6,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,392,438,71.8,6,6.50,0.47,90,2.29,2.28,0.78,3.25,195,0.0,17.00,738,0.00,5.48,0.000,-35.16,8.71,4.7,39,0.00,0
131.634,1.56,6.25,-0.50,13.71,0.00,-10.40,0.0,13.52,-9.97,13.74,14.73,0.0,0.18,856.5,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,404,438,71.8,6,6.50,0.47,90,2.28,2.25,0.78,3.25,195,0.0,17.00,738,0.00,5.49,0.000,-32.03,8.71,4.7,39,0.00,0
131.668,1.56,6.25,-0.50,13.69,0.00,-10.40,0.0,13.52,-9.98,13.74,14.73,0.0,0.18,856.5,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,392,438,71.8,6,6.50,0.47,90,2.28,2.25,0.78,3.25,195,0.0,17.00,737,0.00,5.48,0.000,-32.03,8.71,4.7,39,0.00,0
131.689,1.56,6.25,-0.50,13.71,0.00,-10.40,0.0,13.36,-9.98,13.74,14.73,0.0,0.18,856.5,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,400,438,71.8,6,6.50,0.47,90,2.28,2.28,0.78,3.25,195,0.0,17.00,734,0.00,5.48,0.000,-29.69,8.71,4.7,39,0.00,0
131.712,1.56,6.25,-0.50,13.69,0.00,-10.40,0.0,13.36,-9.97,13.74,14.73,0.0,0.18,856.5,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,399,438,71.8,6,6.00,0.47,90,2.28,2.22,0.78,3.25,195,0.0,17.00,734,0.00,5.49,0.000,-37.50,8.71,4.7,38,0.00,0
131.744,1.56,6.25,-0.50,13.66,0.00,-10.40,0.0,13.36,-9.98,13.74,14.73,0.0,0.18,856.5,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,406,438,71.8,6,6.00,0.47,90,2.28,2.30,0.78,3.24,195,0.0,17.00,733,0.00,5.48,0.000,-37.50,8.71,4.7,38,0.00,0
131.776,0.78,6.25,-0.50,13.68,0.00,-10.40,0.0,13.44,-9.97,13.74,14.73,0.0,0.18,856.5,14.87,192,0.750,0.00,0.00,0.0,0.0,0.00,0.00,1.000,404,438,71.8,6,6.00,0.47,90,2.28,2.33,0.78,3.24,195,0.0,17.00,732,0.00,5.47,0.000,-31.25,8.71,4.7,38,0.00,0
