Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volts (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv (°),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Estimate (steps),Engine Start Mode (mode),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Knock Sum (count),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),TPS Volts Main (V),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17439][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: _Stage 1 19psi.ptm - Realtime: _Stage 1 19psi.ptm]
117.583,0.78,10.94,0.00,14.96,43.62,-6.44,16.5,13.84,-1.06,14.77,14.67,0.0,0.58,1055.3,14.82,194,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1148,1115,71.8,6,14.00,2.79,81,8,21.44,21.63,1.80,12.04,202,0.0,15.50,2187,121.47,0.34,0.000,18.75,1.20,12.32,20.1,58,0.00,0
117.609,0.78,10.94,0.00,14.96,43.69,-6.41,16.9,13.92,-1.05,14.77,14.67,0.0,0.58,1055.3,14.82,194,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1095,1115,71.8,6,14.00,2.80,81,8,21.57,22.59,1.76,11.92,202,0.0,15.50,2187,122.59,0.35,0.000,29.69,1.18,12.34,20.1,58,0.00,0
117.627,0.78,10.94,0.00,14.90,43.76,-6.37,17.3,13.92,-1.03,14.77,14.67,0.0,0.58,1055.3,14.82,194,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1087,1115,71.8,6,13.50,2.79,81,8,21.42,22.75,1.82,11.92,202,0.0,15.50,2184,125.04,0.46,0.000,37.50,1.20,12.49,20.5,58,0.00,0
117.671,1.56,10.94,0.00,14.87,43.68,-6.41,17.6,13.84,-1.03,14.77,14.67,0.0,0.59,1055.0,14.82,194,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1071,1115,71.8,6,14.00,2.81,81,8,21.70,22.75,1.80,11.92,202,0.0,15.00,2192,127.81,0.73,0.000,26.56,1.20,12.76,20.9,58,0.00,0
117.695,1.56,10.94,0.00,14.85,43.24,-5.51,17.6,13.84,-0.99,14.77,14.67,0.0,0.59,1055.0,14.82,194,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1060,1115,71.8,6,14.00,2.81,81,8,21.80,21.79,1.80,12.08,202,0.0,15.00,2187,126.40,0.73,0.000,26.56,1.20,12.75,20.9,58,0.00,0
117.722,1.56,10.94,0.00,14.78,43.32,-5.46,17.3,13.84,-0.93,14.77,14.67,0.0,0.59,1055.0,14.82,194,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1082,1115,71.8,6,13.50,2.79,81,8,21.73,21.94,1.80,12.17,202,0.0,15.00,2182,126.06,0.56,0.000,21.88,1.20,12.65,20.5,58,0.00,0
117.753,1.56,10.94,0.00,14.75,43.34,-5.45,17.6,13.84,-0.94,14.77,14.67,0.0,0.59,1055.0,14.82,194,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1106,1115,71.8,6,13.50,3.26,81,8,21.73,23.72,1.78,12.09,202,0.0,15.00,2183,127.59,0.59,0.000,28.91,1.20,12.70,20.5,58,0.00,0
117.784,1.56,10.94,0.00,14.77,43.34,-5.45,18.0,13.84,-0.93,14.77,14.67,0.0,0.59,1055.0,14.82,194,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1122,1115,71.8,6,13.50,3.26,81,8,21.79,22.27,1.78,12.14,202,0.0,15.00,2181,129.14,0.74,0.000,28.91,1.20,12.86,20.5,58,0.00,0
117.800,0.78,10.94,0.00,14.72,43.32,-5.46,17.6,13.68,-0.89,14.77,14.67,0.0,0.59,1055.0,14.82,192,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1101,1115,71.8,6,13.50,3.26,81,8,21.94,23.72,1.80,12.13,202,0.0,15.00,2182,126.84,0.65,0.000,32.03,1.22,12.79,20.9,58,0.00,0
117.828,0.78,10.94,0.00,14.72,43.36,-5.43,17.3,13.84,-0.87,14.77,14.67,0.0,0.59,1054.8,14.82,192,0.625,-2.46,1.05,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1131,1208,71.8,6,13.00,2.79,81,8,21.94,22.92,1.82,12.08,202,0.0,14.50,2176,125.06,0.51,0.000,34.38,1.20,12.65,20.5,58,0.00,0
117.859,0.78,10.94,0.00,14.72,43.35,-5.44,17.3,13.84,-0.89,14.77,14.67,0.0,0.59,1054.8,14.82,192,0.625,-2.46,1.05,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1137,1208,71.8,6,13.00,2.79,81,8,21.99,20.86,1.82,12.12,202,0.0,14.50,2180,124.99,0.41,0.000,34.38,1.20,12.57,20.5,58,0.00,0
117.887,0.78,10.94,0.00,14.72,43.32,-5.46,17.3,13.92,-0.88,14.77,14.67,0.0,0.59,1054.8,14.82,192,0.625,-2.46,0.70,-2.50,25.0,0.0,0.0,0.00,-2.81,1.000,1195,1208,71.8,6,13.00,2.79,81,8,21.92,21.17,1.80,12.15,202,0.0,15.00,2184,125.69,0.41,0.000,21.09,1.20,12.59,20.5,58,0.00,0
117.906,0.00,10.94,0.00,14.71,43.35,-5.44,17.6,13.84,-0.91,14.77,14.67,0.0,0.59,1054.8,14.82,192,0.625,-2.46,0.70,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1190,1208,71.8,6,13.50,2.79,81,8,21.76,21.79,1.78,12.16,202,0.0,15.00,2180,127.65,0.56,0.000,22.66,1.20,12.70,20.9,58,0.00,0
117.936,0.00,10.94,0.00,14.72,43.33,-5.45,17.6,13.84,-0.91,14.77,14.67,0.0,0.59,1054.8,14.82,192,0.625,-2.46,0.70,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1183,1208,71.8,6,13.50,2.79,81,8,21.87,21.32,1.78,12.29,202,0.0,15.00,2179,128.43,0.68,0.000,22.66,1.20,12.84,20.9,58,0.00,0
117.957,0.00,10.94,0.00,14.72,43.38,-5.42,17.3,13.84,-0.87,14.77,14.67,0.0,0.59,1054.8,14.82,192,0.625,-2.46,0.70,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1205,1115,71.8,6,13.50,2.79,81,8,21.85,23.08,1.78,12.21,202,0.0,15.00,2179,126.12,0.47,0.000,22.66,1.22,12.65,20.9,58,0.00,0
117.988,0.00,10.94,0.00,14.73,43.30,-5.47,17.6,13.84,-0.83,14.77,14.67,0.0,0.59,1054.5,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1178,1208,71.8,6,13.50,2.80,81,8,22.09,22.43,1.80,12.22,202,0.0,14.50,2186,126.40,0.44,0.000,29.69,1.20,12.63,20.5,58,0.00,0
118.026,0.00,10.94,0.00,14.73,43.29,-5.48,17.6,14.00,-0.81,14.77,14.67,0.0,0.61,1054.5,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1190,1208,71.8,6,13.00,2.80,81,8,22.16,22.59,1.80,12.33,202,0.0,14.50,2183,126.80,0.50,0.000,30.47,1.20,12.72,20.5,58,0.00,0
118.058,0.00,10.94,0.00,14.77,42.89,-4.54,17.6,14.00,-0.80,14.77,14.67,0.0,0.59,1054.5,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1177,1208,71.8,6,13.00,2.80,81,8,21.99,21.32,1.80,12.26,202,0.0,14.50,2176,126.93,0.45,0.000,30.47,1.20,12.71,20.5,58,0.00,0
118.090,0.00,10.94,0.00,14.81,43.34,-5.45,17.6,13.92,-0.83,14.77,14.67,0.0,0.59,1054.5,14.82,192,0.625,-2.46,0.70,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1215,1208,71.8,6,13.00,2.79,81,8,21.92,22.75,1.74,12.17,202,0.0,15.00,2186,126.85,0.47,0.000,35.94,1.20,12.70,20.5,58,0.00,0
118.106,0.00,10.94,0.00,14.82,43.31,-5.47,17.6,13.92,-0.84,14.77,14.67,0.0,0.59,1054.5,14.82,192,0.625,-2.46,0.70,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1196,1208,71.8,6,13.50,2.80,81,8,21.92,22.11,1.78,12.12,202,0.0,14.50,2185,127.16,0.45,0.000,28.91,1.20,12.69,20.5,58,0.00,0
118.135,0.00,10.94,0.00,14.83,43.35,-5.44,17.6,13.92,-0.83,14.77,14.67,0.0,0.59,1054.5,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1187,1208,71.8,6,13.50,2.80,81,8,21.98,23.89,1.78,12.37,202,0.0,14.50,2177,127.29,0.47,0.000,28.91,1.20,12.71,20.5,58,0.00,0
118.172,0.78,10.94,0.00,14.79,42.93,-4.50,17.6,13.84,-0.79,14.77,14.67,0.0,0.59,1054.2,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1177,1208,71.8,6,13.00,2.79,81,8,22.06,21.48,1.84,12.27,202,0.0,14.50,2180,127.29,0.50,0.000,23.44,1.20,12.74,20.9,58,0.00,0
118.197,0.78,10.94,0.00,14.83,43.37,-5.43,17.6,13.84,-0.81,14.78,14.67,0.0,0.59,1054.2,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1268,1208,71.8,6,13.00,2.80,81,8,22.13,21.32,1.84,12.26,202,0.0,14.50,2188,127.11,0.46,0.000,28.12,1.20,12.71,20.9,58,0.00,0
118.223,0.78,10.94,0.00,14.84,42.85,-4.57,17.6,13.84,-0.82,14.78,14.67,0.0,0.59,1054.2,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1188,1208,71.8,6,13.00,2.80,81,8,22.00,21.17,1.84,12.15,202,0.0,14.50,2183,127.96,0.53,0.000,28.12,1.20,12.77,20.9,58,0.00,0
118.240,0.78,10.94,0.00,14.83,43.35,-5.44,17.6,13.68,-0.79,14.78,14.67,0.0,0.59,1054.2,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1212,1208,71.8,6,13.00,2.79,81,8,22.06,23.56,1.76,12.39,202,0.0,15.00,2181,126.49,0.52,0.000,29.69,1.20,12.77,20.9,58,0.00,0
118.275,0.78,10.94,0.00,14.87,43.34,-5.45,17.3,13.76,-0.77,14.78,14.67,0.0,0.61,1054.2,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1242,1208,71.8,6,13.00,2.79,81,8,21.91,21.32,1.80,12.19,202,0.0,14.50,2180,126.10,0.40,0.000,21.09,1.20,12.65,20.5,58,0.00,0
118.307,0.78,10.94,0.00,14.88,43.35,-5.44,17.6,13.76,-0.80,14.78,14.67,0.0,0.59,1054.2,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1259,1208,71.8,6,13.00,2.79,81,8,21.99,22.75,1.80,12.18,202,0.0,14.50,2181,127.64,0.45,0.000,21.09,1.20,12.71,20.5,58,0.00,0
118.325,1.56,10.94,0.00,14.85,43.33,-5.45,18.0,13.92,-0.81,14.78,14.67,0.0,0.61,1053.9,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1182,1208,71.8,6,13.00,2.79,81,8,22.11,23.40,1.84,12.16,202,0.0,14.50,2185,128.70,0.53,0.000,23.44,1.20,12.80,20.9,58,0.00,0
118.356,1.56,10.94,0.00,14.85,42.90,-4.53,18.0,13.84,-0.81,14.78,14.67,0.0,0.61,1053.9,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1188,1208,71.8,6,13.00,2.79,81,8,22.29,24.05,1.82,12.28,202,0.0,14.50,2177,128.82,0.57,0.000,27.34,1.22,12.84,20.9,58,0.00,0
118.395,1.56,10.94,0.00,14.90,42.88,-4.55,18.0,13.84,-0.76,14.78,14.67,0.0,0.61,1053.9,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1153,1208,71.8,6,13.00,2.79,81,8,22.43,23.72,1.82,12.30,202,0.0,14.50,2184,128.70,0.59,0.000,30.47,1.22,12.85,20.9,58,0.00,0
118.422,1.56,10.94,0.00,14.87,42.81,-4.61,18.0,13.84,-0.77,14.78,14.67,0.0,0.61,1053.9,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1202,1208,71.8,6,13.00,2.79,81,8,22.49,23.56,1.82,12.25,202,0.0,14.50,2191,128.96,0.55,0.000,30.47,1.22,12.83,20.9,58,0.00,0
118.455,1.56,10.94,0.00,14.80,42.82,-4.60,18.0,13.92,-0.77,14.78,14.67,0.0,0.61,1053.9,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1164,1208,71.8,6,13.00,2.80,81,8,22.45,22.92,1.84,12.21,202,0.0,14.50,2186,130.18,0.59,0.000,22.66,1.22,12.87,20.9,58,0.00,0
118.484,1.56,10.94,0.00,14.80,42.90,-4.53,18.0,13.92,-0.75,14.78,14.67,0.0,0.61,1053.6,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1180,1208,71.8,6,13.00,2.79,81,8,22.58,22.59,1.82,12.43,202,0.0,14.50,2180,129.14,0.56,0.000,32.03,1.22,12.86,20.9,58,0.00,0
118.499,1.56,10.94,0.00,14.75,42.43,-3.65,18.0,14.00,-0.72,14.78,14.67,0.0,0.61,1053.6,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1251,1208,71.8,6,13.00,2.79,81,8,22.56,24.37,1.84,12.34,202,0.0,14.50,2181,128.75,0.49,0.000,28.12,1.22,12.83,20.9,58,0.00,0
118.528,1.56,10.94,0.00,14.75,42.85,-4.57,18.0,14.00,-0.71,14.78,14.67,0.0,0.61,1053.6,14.82,192,0.625,-2.46,1.05,-2.50,27.0,0.0,0.0,0.00,-2.81,1.000,1227,1208,71.8,6,13.00,2.79,81,8,22.63,20.55,1.84,12.32,202,0.0,14.50,2186,130.18,0.53,0.000,28.12,1.22,12.85,20.9,58,0.00,0
118.559,1.56,10.94,0.00,14.74,42.88,-4.55,18.0,14.00,-0.74,14.78,14.67,0.0,0.61,1053.6,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1231,1208,71.8,6,13.00,2.80,81,8,22.51,22.43,1.80,12.24,202,0.0,14.50,2185,130.56,0.65,0.000,38.28,1.22,12.96,20.9,58,0.00,0
118.590,1.56,10.94,0.00,14.74,42.88,-4.55,18.0,14.00,-0.72,14.78,14.67,0.0,0.62,1053.6,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1180,1208,71.8,6,13.00,2.80,81,8,22.54,21.63,1.80,12.47,202,0.0,14.50,2175,129.61,0.57,0.000,38.28,1.22,12.92,20.9,58,0.00,0
118.619,0.78,10.94,0.00,14.73,42.47,-3.60,18.0,13.84,-0.68,14.78,14.67,0.0,0.61,1053.6,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1172,1208,71.8,6,13.00,2.78,81,8,22.66,21.79,1.78,12.42,202,0.0,14.50,2182,129.50,0.55,0.000,36.72,1.22,12.91,20.9,58,0.00,0
118.636,0.78,10.94,0.00,14.72,42.40,-3.69,18.0,13.84,-0.68,14.78,14.67,0.0,0.62,1053.4,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1247,1208,71.8,6,13.00,2.80,81,8,22.73,24.21,1.78,12.38,202,0.0,14.50,2189,129.39,0.50,0.000,20.31,1.22,12.87,20.9,58,0.00,0
118.665,0.78,10.94,0.00,14.72,42.41,-3.67,18.0,13.84,-0.68,14.78,14.67,0.0,0.62,1053.4,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1260,1208,71.8,6,13.00,2.80,81,8,22.64,23.40,1.78,12.38,202,0.0,14.50,2186,129.45,0.50,0.000,20.31,1.22,12.88,20.9,58,0.00,0
118.693,0.78,10.94,0.00,14.70,42.46,-3.61,18.0,13.68,-0.65,14.78,14.67,0.0,0.61,1053.4,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1253,1208,71.8,6,13.00,2.79,81,8,22.61,23.08,1.84,12.50,202,0.0,14.50,2178,129.16,0.49,0.000,35.16,1.22,12.87,20.9,58,0.00,0
118.709,0.78,10.94,0.00,14.69,42.47,-3.60,18.0,13.84,-0.64,14.78,14.67,0.0,0.62,1053.4,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1231,1208,71.8,6,13.00,2.79,81,8,22.51,22.75,1.82,12.41,202,0.0,14.50,2177,129.19,0.46,0.000,25.00,1.20,12.88,20.9,58,0.00,0
118.740,0.78,10.94,0.00,14.69,42.87,-4.56,18.0,13.84,-0.66,14.78,14.67,0.0,0.61,1053.4,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1299,1208,71.8,6,13.00,2.79,81,8,22.59,22.92,1.82,12.41,202,0.0,14.50,2185,129.82,0.52,0.000,25.00,1.20,12.91,20.9,58,0.00,0
118.772,0.00,10.94,0.00,14.69,42.86,-4.56,18.0,13.92,-0.66,14.78,14.67,0.0,0.62,1053.4,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1270,1208,71.8,6,13.00,2.80,81,8,22.65,22.92,1.82,12.39,202,0.0,14.50,2185,130.56,0.52,0.000,22.66,1.22,12.93,21.3,58,0.00,0
118.802,0.00,10.94,0.00,14.72,42.45,-3.63,18.0,13.84,-0.64,14.78,14.67,0.0,0.62,1053.1,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1209,1208,71.8,6,13.00,2.79,81,8,22.62,22.27,1.80,12.44,202,0.0,14.50,2180,129.14,0.52,0.000,29.69,1.22,12.91,20.9,58,0.00,0
118.824,0.00,10.94,0.00,14.70,42.47,-3.60,18.0,13.84,-0.62,14.78,14.67,0.0,0.62,1053.1,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1258,1208,71.8,6,13.00,2.79,81,8,22.63,24.53,1.86,12.44,202,0.0,14.50,2178,130.30,0.53,0.000,24.22,1.22,12.92,20.9,58,0.00,0
118.857,0.00,10.94,0.00,14.70,42.42,-3.66,18.4,13.84,-0.64,14.78,14.67,0.0,0.62,1053.1,14.82,192,0.625,-2.11,1.41,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1216,1208,71.8,6,13.00,2.79,81,8,22.88,22.11,1.86,12.42,202,0.0,14.00,2186,130.93,0.57,0.000,24.22,1.22,12.98,20.9,58,0.00,0
118.881,0.00,10.94,0.00,14.73,42.42,-3.67,18.0,13.84,-0.64,14.78,14.67,0.0,0.62,1053.1,14.82,192,0.625,-2.11,1.41,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1192,1208,71.8,6,12.50,2.80,81,8,22.89,23.56,1.80,12.34,202,0.0,14.00,2184,129.84,0.51,0.000,23.44,1.22,12.93,20.9,58,0.00,0
118.909,0.00,10.94,0.00,14.72,42.46,-3.61,18.4,13.92,-0.62,14.78,14.67,0.0,0.62,1053.1,14.82,192,0.625,-2.11,1.41,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1221,1208,71.8,6,12.50,2.79,81,8,22.84,22.11,1.80,12.38,202,0.0,14.00,2180,130.65,0.49,0.000,25.78,1.22,12.93,21.3,58,0.00,0
118.926,0.00,10.94,0.00,14.74,42.46,-3.62,18.8,13.92,-0.61,14.78,14.67,0.0,0.62,1053.1,14.82,192,0.625,-2.11,1.41,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1224,1208,71.8,6,12.50,2.79,81,8,22.74,21.63,1.80,12.36,202,0.0,14.00,2183,133.26,0.59,0.000,25.78,1.22,13.00,21.3,58,0.00,0
118.968,-0.78,10.94,0.00,14.74,42.39,-3.70,19.6,13.92,-0.61,14.78,14.67,0.0,0.62,1052.8,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1226,1208,71.8,6,12.50,2.79,81,8,22.74,21.48,1.80,12.46,202,0.0,14.50,2188,139.24,1.02,0.000,43.75,1.22,13.46,21.7,58,0.00,0
118.997,-0.78,10.94,0.00,14.75,42.40,-3.69,19.2,13.84,-0.59,14.78,14.67,0.0,0.62,1052.8,14.82,192,0.625,-2.11,1.41,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1207,1208,71.8,6,13.00,2.80,81,8,22.72,22.92,1.84,12.41,202,0.0,14.00,2182,136.32,1.03,0.000,27.34,1.24,13.49,21.7,58,0.00,0
119.037,-0.78,10.94,0.00,14.78,42.45,-3.63,19.2,13.84,-0.54,14.78,14.67,0.0,0.62,1052.8,14.82,192,0.625,-2.46,1.05,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1212,1208,71.8,6,13.00,2.80,81,8,22.95,25.68,1.84,12.56,202,0.0,14.50,2182,136.69,0.88,0.000,27.34,1.24,13.40,21.7,58,0.00,0
119.071,0.00,10.94,0.00,14.81,41.99,-2.74,19.6,13.68,-0.52,14.78,14.67,0.0,0.63,1052.8,14.82,192,0.625,-2.11,1.41,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1151,1208,71.8,6,12.00,3.27,81,8,23.24,23.56,1.84,12.52,202,0.0,13.50,2188,138.86,1.01,0.000,39.84,1.24,13.55,21.7,58,0.00,0
119.100,0.00,10.94,0.00,14.86,41.98,-2.75,19.2,13.68,-0.50,14.78,14.67,0.0,0.63,1052.8,14.82,192,0.625,-2.11,1.41,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1194,1208,71.8,6,12.00,3.27,81,8,23.20,24.21,1.84,12.56,202,0.0,13.50,2183,136.68,0.97,0.000,39.84,1.24,13.51,21.7,58,0.00,0
119.114,0.00,10.94,0.00,14.88,41.99,-2.73,19.2,13.76,-0.48,14.78,14.67,0.0,0.63,1052.5,14.82,192,0.625,-2.11,1.41,-2.50,29.0,0.0,0.0,0.00,-2.81,1.000,1204,1208,71.8,6,12.00,3.26,81,8,23.12,23.89,1.80,12.64,202,0.0,13.50,2179,135.96,0.77,0.000,35.94,1.24,13.35,21.3,58,0.00,0
119.143,0.78,10.94,0.00,14.90,42.00,-2.72,19.2,13.84,-0.48,14.78,14.67,0.0,0.63,1052.5,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1211,1208,71.8,6,12.50,2.79,81,8,23.13,23.56,1.86,12.51,202,0.0,14.00,2184,137.43,0.84,0.000,39.84,1.22,13.40,21.7,58,0.00,0
119.178,0.78,10.94,0.00,14.93,41.98,-2.76,19.6,13.84,-0.47,14.79,14.67,0.0,0.63,1052.5,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1148,1208,71.8,6,12.50,2.79,81,8,23.23,26.01,1.86,12.54,202,0.0,13.50,2185,137.78,0.88,0.000,39.84,1.22,13.47,21.7,58,0.00,0
119.205,0.78,10.94,0.00,14.90,41.99,-2.73,19.2,13.84,-0.45,14.79,14.67,0.0,0.63,1052.5,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1233,1301,71.8,6,12.00,3.26,81,8,23.38,23.56,1.86,12.62,202,0.0,13.50,2180,136.71,0.81,0.000,21.88,1.24,13.42,21.7,58,0.00,0
119.237,0.78,11.72,0.00,14.85,42.02,-2.68,19.2,13.84,-0.43,14.79,14.67,0.0,0.63,1052.5,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1211,1301,71.8,6,12.00,2.79,81,8,23.37,22.59,1.84,12.67,202,0.0,13.50,2177,136.40,0.81,0.000,28.12,1.24,13.41,21.7,58,0.00,0
119.254,0.78,11.72,0.00,14.82,41.99,-2.74,19.2,13.84,-0.43,14.79,14.67,0.0,0.63,1052.5,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1227,1301,71.8,6,12.00,2.79,81,8,23.48,22.92,1.84,12.57,202,0.0,13.50,2186,137.40,0.73,0.000,28.12,1.24,13.36,21.7,58,0.00,0
119.285,0.78,11.72,0.00,14.87,41.97,-2.77,19.6,13.60,-0.42,14.79,14.67,0.0,0.63,1052.2,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1333,1301,71.8,6,12.00,2.80,81,8,23.38,23.08,1.84,12.68,202,0.0,13.50,2185,138.53,0.89,0.000,25.78,1.24,13.52,21.7,58,0.00,0
119.316,0.78,11.72,0.00,14.85,42.00,-2.72,19.2,13.84,-0.40,14.79,14.67,0.0,0.63,1052.2,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1291,1301,71.8,6,12.00,2.79,81,8,23.24,22.92,1.82,12.65,202,0.0,13.50,2182,136.34,0.84,0.000,21.88,1.24,13.47,21.7,58,0.00,0
119.346,0.78,11.72,0.00,14.81,41.98,-2.75,19.2,13.84,-0.40,14.79,14.67,0.0,0.63,1052.2,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1255,1208,71.8,6,12.00,2.79,81,8,23.18,24.53,1.82,12.71,202,0.0,13.50,2180,136.35,0.72,0.000,21.88,1.24,13.38,21.7,58,0.00,0
119.376,0.78,11.72,0.00,14.83,41.98,-2.76,19.2,13.92,-0.36,14.79,14.67,0.0,0.63,1052.2,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1323,1301,71.8,6,12.00,3.26,81,8,23.29,22.43,1.86,12.60,202,0.0,13.50,2185,137.01,0.71,0.000,28.91,1.24,13.36,21.7,58,0.00,0
119.407,1.56,11.72,0.00,14.83,41.99,-2.73,19.2,13.92,-0.39,14.79,14.67,0.0,0.63,1052.2,14.82,192,0.625,-2.11,1.41,-2.50,31.0,0.0,0.0,0.00,-2.81,1.000,1269,1301,71.8,6,12.00,3.25,81,8,23.26,23.72,1.84,12.60,202,0.0,13.50,2182,137.46,0.78,0.000,30.47,1.24,13.45,21.7,58,0.00,0
