Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
23.117,0.78,0.00,10.61,10,10,-7,-8,100.0,13.05,8.66,10.73,1.72,on,10.75,199,1.000,0.0,0.00,0.00,2139,2203,88.6,3,6.50,22.09,104,124,691,634,937,1059,16.9,175.18,171.65,3.76,21.94,214,6096,346.46,0,0,0,0,7.61,1.000,29.46,100.0,40.78,0
23.149,2.34,0.00,10.66,10,10,-7,-9,100.0,13.05,8.72,10.73,1.71,on,10.75,199,1.000,0.0,0.00,0.00,2210,2203,88.6,3,7.00,22.11,104,124,694,688,1185,875,16.9,172.09,176.22,3.78,21.79,214,6096,346.46,0,0,0,0,7.62,1.000,29.46,100.0,40.39,0
23.180,2.34,0.00,10.62,10,10,-7,-9,100.0,13.05,8.72,10.78,1.72,on,10.81,199,1.000,0.0,0.00,0.00,2241,2203,88.6,3,7.00,22.11,104,124,911,1170,355,1298,16.9,177.55,185.70,3.78,21.71,214,6096,346.46,0,0,0,0,7.62,1.000,29.46,100.0,40.39,0
23.210,1.56,0.00,10.65,10,10,-7,-9,100.0,13.05,8.93,10.77,1.74,on,10.78,199,1.000,0.0,0.00,0.00,2193,2203,88.6,3,6.50,22.11,104,124,720,788,818,880,16.9,175.71,171.65,3.74,21.61,214,6099,346.45,0,0,0,0,7.61,1.000,29.41,100.0,40.39,0
23.240,1.56,0.00,10.66,10,10,-7,-9,100.0,13.05,8.95,10.71,1.75,on,10.72,199,1.000,0.0,0.00,0.00,2181,2203,88.6,3,6.50,22.16,104,124,1070,714,1544,809,16.9,180.80,183.53,3.82,21.52,214,6119,346.41,0,0,0,0,7.62,1.000,29.41,100.0,40.39,0
23.270,0.00,0.00,10.60,10,10,-7,-9,91.0,13.05,9.00,10.82,1.75,on,10.84,199,1.000,0.0,0.00,0.00,2146,2203,88.6,3,7.50,22.22,104,124,965,653,836,1066,16.9,179.73,174.26,3.76,21.69,214,6127,346.40,0,0,0,0,7.63,1.000,29.29,100.0,40.39,0
23.301,0.00,0.00,10.65,10,10,-7,-9,64.7,13.05,8.92,10.77,1.76,on,10.78,199,1.000,0.0,0.00,0.00,2102,2203,88.6,3,7.50,22.22,104,124,852,497,921,1118,16.5,182.56,182.81,3.76,22.15,214,6143,222.11,0,0,0,0,7.62,1.000,29.22,100.0,40.39,0
23.316,1.56,0.00,10.77,10,10,-8,-9,27.5,13.05,8.77,10.77,1.77,on,10.78,199,1.000,0.0,0.00,0.00,2262,2203,88.6,3,6.50,20.96,104,124,616,672,927,855,16.5,183.13,190.03,3.84,22.54,214,6143,184.00,0,0,0,0,7.61,1.000,29.22,65.7,18.82,0
23.344,2.34,0.00,10.68,10,10,-8,-10,0.0,13.05,8.62,10.65,1.75,on,10.66,199,1.000,0.0,0.00,0.00,2197,2203,88.6,3,6.50,22.27,104,124,997,469,675,1564,16.5,178.64,187.86,3.88,22.25,214,6135,168.00,0,0,0,0,7.63,1.000,29.22,52.8,14.51,0
23.372,2.34,0.00,10.44,10,10,-8,-10,0.0,13.05,8.25,10.71,1.76,on,10.72,199,1.000,0.0,0.00,0.00,1937,438,88.6,3,6.50,22.27,104,124,616,42,214,647,16.5,177.89,171.00,3.88,20.73,214,6131,144.00,0,0,0,0,7.64,1.000,29.24,52.8,14.51,0
23.403,-0.78,0.00,10.40,10,10,-8,-10,0.0,13.05,7.97,10.77,1.69,on,10.72,199,1.000,0.0,0.00,0.00,979,438,88.6,3,8.00,22.27,104,124,76,102,76,72,16.5,173.59,171.65,3.80,20.99,214,6147,0.00,0,0,0,0,7.62,1.000,10.06,47.2,0.00,0
23.428,0.00,0.00,10.92,8,8,-7,-10,0.0,13.05,6.66,10.75,1.55,on,10.75,199,1.000,0.0,0.00,0.00,639,438,88.6,3,9.00,38.08,104,124,82,41,119,84,16.5,158.17,148.07,3.62,18.29,214,6139,0.00,0,0,0,0,7.62,1.000,10.10,7.1,0.00,0
23.449,0.00,0.00,11.31,8,8,-7,-10,0.0,13.05,3.51,11.08,1.21,on,11.10,199,1.000,0.0,0.00,0.00,974,438,88.6,3,9.00,38.08,104,124,87,85,76,32,16.5,120.91,25.85,3.62,12.45,214,5998,0.00,0,0,0,0,7.60,1.000,10.06,7.1,0.00,0
23.464,-3.12,0.00,11.50,1,1,-5,-9,0.0,13.05,-0.75,12.28,0.82,on,12.30,199,1.000,0.0,0.00,0.00,804,438,88.6,3,10.00,25.30,104,124,82,45,60,26,17.7,72.28,18.37,1.88,8.31,214,5892,0.00,0,0,0,0,7.61,1.000,9.62,7.1,0.00,0
23.502,-6.25,0.00,12.78,0,0,-1,-8,0.0,13.05,-4.48,13.95,0.40,on,13.99,199,1.000,0.0,0.00,0.00,459,438,78.8,3,5.50,9.98,104,124,47,80,34,20,18.4,37.14,13.39,1.78,6.24,214,5841,0.00,0,0,0,0,7.61,1.000,9.18,7.1,0.00,0
23.537,0.00,0.00,12.47,0,0,2,-6,0.0,13.05,-7.23,14.09,0.30,off,12.84,199,1.000,0.0,0.00,0.00,617,438,78.8,3,6.50,7.43,104,124,52,95,42,33,18.4,25.73,4.74,1.00,4.00,214,5808,0.00,0,0,0,0,7.62,1.000,9.07,7.1,0.00,0
23.566,0.00,0.00,12.05,0,0,2,-6,0.0,13.05,-8.55,14.09,0.21,off,12.84,199,1.000,0.0,0.00,0.00,511,438,78.8,3,6.50,7.43,104,124,58,53,34,21,18.4,19.34,3.36,1.00,3.41,214,5780,0.00,0,0,0,0,7.62,1.000,9.02,7.1,0.00,0
23.586,0.00,0.00,11.43,0,0,4,-5,0.0,13.05,-9.53,14.12,0.17,off,12.89,199,1.000,0.0,0.00,0.00,441,438,71.8,3,7.00,4.93,104,122,83,129,49,32,18.8,16.47,2.52,0.82,2.64,214,5762,0.00,0,0,0,0,7.61,1.000,8.94,7.1,0.00,0
23.610,0.00,0.00,11.43,0,0,4,-5,0.0,13.05,-10.11,14.12,0.16,off,12.93,199,1.000,0.0,0.00,0.00,375,438,71.8,3,7.00,4.93,104,122,44,54,30,26,18.8,14.89,2.02,0.82,2.22,214,5730,0.00,0,0,0,0,7.62,1.000,8.89,7.1,0.00,0
23.639,0.00,0.00,11.50,0,0,4,-4,0.0,13.05,-10.56,14.18,0.14,off,13.02,199,1.000,0.0,0.00,0.00,436,438,71.8,3,8.50,3.66,104,122,73,165,33,31,19.2,13.24,2.10,0.72,1.96,214,5696,0.00,0,0,0,0,7.61,1.000,8.79,7.1,0.00,0
23.670,0.00,0.00,11.77,0,0,4,-3,0.0,13.05,-10.91,14.18,0.13,off,13.16,199,1.000,0.0,0.00,0.00,368,438,71.8,3,9.50,3.61,104,120,81,75,54,16,19.6,11.67,1.83,0.62,1.93,214,5637,0.00,0,0,0,0,7.63,1.000,8.56,7.1,0.00,0
23.702,0.00,0.00,11.95,0,0,4,-3,0.0,13.05,-11.04,14.21,0.11,off,13.25,199,1.000,0.0,0.00,0.00,372,438,71.8,3,9.50,3.61,104,120,83,63,21,19,19.6,10.31,2.07,0.62,1.93,214,5577,0.00,0,0,0,0,7.62,1.000,8.44,7.1,0.00,0
23.735,0.00,0.00,12.50,0,0,4,-2,0.0,13.05,-11.10,14.27,0.10,off,13.25,199,1.000,0.0,0.00,0.00,330,438,71.8,0,10.50,3.55,104,120,37,119,26,21,20.0,8.90,4.05,0.90,1.93,214,5518,0.00,0,0,0,0,7.61,1.000,8.18,7.1,0.00,0
23.760,0.00,0.00,12.86,0,0,3,-1,0.0,13.05,-11.12,14.30,0.09,off,13.25,199,1.000,0.0,0.00,0.00,292,438,71.8,4,10.50,3.51,104,120,61,95,30,24,20.8,7.92,4.49,1.06,1.93,214,5466,0.00,0,0,0,0,7.61,1.000,7.97,7.1,0.00,0
23.790,0.00,0.00,13.24,0,0,3,-1,0.0,13.05,-11.13,14.33,0.08,off,13.25,199,1.000,0.0,0.00,0.00,357,438,71.8,4,11.50,3.46,104,120,63,74,22,18,20.8,7.13,3.12,0.86,1.93,214,5391,0.00,0,0,0,0,7.62,1.000,7.84,7.1,0.00,0
23.824,0.00,0.00,13.91,0,0,2,-1,0.0,13.05,-11.13,14.38,0.07,off,13.25,199,1.000,0.0,0.00,0.00,335,438,71.8,4,12.50,3.41,104,118,125,70,22,20,21.2,6.51,3.36,0.92,1.93,214,5330,0.00,0,0,0,0,7.63,1.000,7.59,7.1,0.00,0
23.850,0.00,0.00,13.64,0,0,2,-1,0.0,13.05,-11.13,14.38,0.07,off,13.25,199,1.000,0.0,0.00,0.00,262,438,71.8,4,12.50,3.41,104,118,38,78,24,19,21.2,6.11,3.85,0.92,1.93,214,5299,0.00,0,0,0,0,7.61,1.000,7.48,7.1,0.00,0
23.864,0.00,0.00,13.70,0,0,2,-1,5.9,13.05,-11.13,14.41,0.07,off,13.25,199,1.000,0.0,0.00,0.00,382,438,71.8,4,13.50,3.36,104,118,39,52,24,13,21.6,5.77,3.66,0.96,1.93,214,5237,17.88,0,0,0,0,7.62,1.000,7.39,7.1,0.00,0
23.904,0.00,0.00,13.93,0,0,2,-1,19.6,13.05,-11.13,14.46,0.06,off,13.25,199,1.000,0.0,0.00,0.00,329,438,71.8,4,19.50,1.10,104,118,29,41,25,22,22.0,5.58,4.31,0.98,1.93,214,5174,60.54,0,0,0,0,7.63,1.000,28.07,20.5,1.96,0
23.926,0.00,0.00,14.05,0,0,2,-1,26.3,13.05,-10.96,14.46,0.08,off,13.25,199,1.000,0.0,0.00,0.00,447,438,71.8,4,19.50,1.10,104,118,48,31,28,29,22.0,7.82,12.76,0.98,2.02,214,5123,80.60,0,0,0,0,7.62,1.000,32.24,20.5,1.96,0
23.963,0.00,0.00,14.12,0,0,1,-3,29.8,13.05,-10.16,14.48,0.14,off,13.25,199,1.000,0.0,0.00,0.00,379,438,71.8,4,10.50,2.18,104,118,26,21,31,29,22.0,14.39,31.45,1.88,4.29,214,5081,90.72,0,0,0,0,7.62,1.000,33.36,27.6,5.88,0
23.977,0.00,0.00,14.60,0,0,-2,-8,39.6,13.05,-7.91,14.53,0.34,off,14.53,199,1.000,0.0,0.00,0.00,475,650,71.8,4,11.00,5.30,104,118,19,14,37,8,22.0,33.27,62.07,2.54,7.06,214,4965,120.93,0,0,0,0,7.62,1.000,34.30,39.0,9.80,0
24.005,0.00,0.00,14.61,0,0,-2,-8,47.5,13.05,-6.31,14.57,0.60,off,14.59,199,1.000,0.0,0.00,0.00,888,1062,71.8,4,11.00,5.30,104,118,25,12,23,13,22.0,50.41,84.45,2.54,9.97,214,4673,144.88,0,0,0,0,7.62,1.000,34.30,39.0,9.80,0
24.035,0.00,1.56,14.97,0,0,-7,-14,50.2,13.05,-3.96,14.54,0.77,on,14.59,199,1.000,0.0,0.00,0.00,1566,1672,71.8,4,10.50,5.87,104,118,25,11,25,24,22.0,59.44,87.31,2.98,11.94,214,4516,153.06,0,0,0,0,7.62,1.000,34.30,46.5,14.51,0
24.061,0.00,1.56,16.12,0,0,-7,-14,54.5,13.05,-2.32,14.39,0.86,on,14.59,199,1.000,0.0,0.00,0.00,1851,1725,71.8,4,10.50,5.87,104,118,22,11,36,15,22.0,63.95,93.13,2.98,12.12,214,4471,162.70,0,0,0,0,7.63,1.000,34.30,46.5,14.51,0
24.085,5.47,3.91,16.05,0,0,-11,-19,60.8,13.05,-0.58,13.90,0.97,on,14.42,199,1.000,0.0,0.00,0.00,1903,1884,78.8,4,7.50,6.68,104,118,21,16,35,33,22.0,76.62,95.45,3.06,13.39,214,4589,201.65,0,0,0,0,7.63,1.000,34.30,54.3,17.25,0
24.114,7.81,6.25,15.39,1,0,-14,-20,65.5,13.05,0.33,13.73,1.05,on,13.94,199,1.000,0.0,0.00,0.00,2121,2030,78.8,4,0.50,8.90,104,118,23,27,35,32,22.0,83.55,93.51,3.00,14.03,214,4695,225.75,0,0,0,0,7.59,1.000,34.30,71.7,22.35,0
24.144,6.25,7.81,14.56,2,1,-14,-20,67.1,13.05,1.09,13.61,1.09,on,13.73,199,1.000,0.0,0.00,0.00,2132,2030,78.8,4,0.50,8.95,104,118,25,18,41,20,22.0,88.01,104.66,3.12,14.59,214,4648,234.34,0,0,0,0,7.60,1.000,34.30,74.8,25.88,0
24.173,6.25,7.81,13.73,2,1,-14,-20,67.1,13.05,1.65,13.31,1.13,on,13.63,199,1.000,0.0,0.00,0.00,2118,2030,78.8,4,0.50,8.95,104,118,56,21,41,33,22.0,85.34,97.39,3.12,14.93,214,4564,234.01,0,0,0,0,7.60,1.000,34.30,74.8,25.88,0
24.200,3.12,9.38,13.33,3,2,-13,-18,66.7,13.05,2.39,13.02,1.18,on,13.34,199,1.000,0.0,0.00,0.00,2120,2097,78.8,4,4.00,9.69,104,118,35,27,40,33,22.0,89.66,104.22,3.18,16.38,214,4549,231.70,0,0,0,0,7.59,1.000,34.30,78.7,26.67,0
24.235,2.34,10.16,12.84,4,2,-10,-17,66.7,13.05,3.08,12.82,1.26,on,13.02,199,1.000,0.0,0.00,0.00,2277,2150,78.8,4,5.00,10.75,104,118,23,14,30,32,22.0,97.76,108.55,3.18,16.12,214,4607,231.38,0,0,0,0,7.59,1.000,34.30,78.3,26.27,0
24.275,2.34,10.94,12.41,4,2,-7,-15,65.9,13.05,3.79,12.63,1.31,on,12.84,199,1.000,0.0,0.00,0.00,2178,2150,78.8,4,9.00,11.89,104,120,24,29,42,37,22.0,101.88,107.27,3.26,17.32,214,4646,227.07,0,0,0,0,7.59,1.000,34.30,74.8,25.88,0
24.307,2.34,10.94,12.20,4,2,-7,-15,63.1,13.05,4.31,12.30,1.39,on,12.67,199,1.000,0.0,0.00,0.00,2130,2150,78.8,4,9.00,11.89,104,120,64,34,57,31,22.0,107.57,119.90,3.26,17.49,214,4632,219.15,0,0,0,0,7.60,1.000,34.30,74.8,25.88,0
24.330,1.56,11.72,11.93,5,3,-3,-13,60.8,13.05,4.85,12.30,1.42,on,12.30,199,1.000,0.0,0.00,0.00,2115,2150,78.8,4,8.00,12.85,104,120,116,218,148,163,22.0,110.15,114.59,3.28,18.76,214,4602,201.00,0,0,0,0,7.59,1.000,34.30,70.5,24.71,0
24.356,0.00,12.50,11.79,5,3,1,-11,57.6,13.05,5.65,11.98,1.49,on,12.14,199,1.000,0.0,0.00,0.00,2198,2203,78.8,4,8.50,13.72,104,120,352,1127,372,494,22.0,113.88,126.61,3.38,18.76,214,4591,185.80,0,0,0,0,7.58,1.000,34.30,65.4,22.35,0
24.395,1.56,12.50,11.59,6,4,4,-9,56.5,13.05,6.25,11.62,1.50,on,11.80,199,1.000,0.0,0.00,0.00,2193,2203,78.8,4,6.00,13.79,104,120,445,1553,632,1030,22.0,116.59,121.67,3.38,19.83,214,4632,178.88,0,0,0,0,7.57,1.000,34.30,60.2,20.00,0
24.421,-0.78,12.50,11.26,7,5,6,-6,55.3,13.05,6.77,11.79,1.57,on,11.65,199,1.000,0.0,0.00,0.00,2065,2203,78.8,4,4.50,15.83,104,120,528,662,2229,1305,22.0,123.70,130.42,3.40,20.57,214,4634,174.60,0,0,0,0,7.58,1.000,34.30,57.9,18.82,0
24.452,-0.78,12.50,11.02,7,5,6,-6,54.9,13.05,7.22,11.46,1.60,on,11.80,199,1.000,0.0,0.00,0.00,2180,2203,78.8,4,4.50,15.83,104,120,903,1237,509,462,22.0,126.30,140.06,3.40,20.29,214,4627,171.29,0,0,0,0,7.60,1.000,34.30,57.9,18.82,0
24.466,-1.56,12.50,10.96,7,5,6,-3,54.1,13.05,7.69,11.28,1.70,on,11.47,199,1.000,0.0,0.00,0.00,2246,2203,78.8,4,4.00,15.79,104,120,903,727,691,621,22.0,131.52,143.80,3.50,21.36,214,4620,167.00,0,0,0,0,7.58,1.000,34.30,54.7,18.04,0
24.496,-1.56,12.50,10.94,7,5,6,-3,51.8,13.05,8.10,11.28,1.69,on,11.30,199,1.000,0.0,0.00,0.00,2253,2203,78.8,4,4.00,15.79,104,120,1063,1012,623,828,22.0,130.63,138.76,3.50,21.68,214,4618,157.94,0,0,0,0,7.59,1.000,34.30,54.7,18.04,0
24.526,-1.56,10.16,10.67,8,6,6,-1,48.6,13.05,8.40,11.28,1.72,on,11.30,199,1.000,0.0,0.00,0.00,2183,2203,78.8,4,3.50,16.75,104,120,1368,663,756,330,22.0,133.33,135.51,3.48,22.07,214,4639,151.50,0,0,0,0,7.58,1.000,34.30,50.4,16.86,0
24.546,-3.12,8.59,10.60,8,6,6,1,45.5,13.05,8.58,11.23,1.73,on,11.30,199,1.000,0.0,0.00,0.00,2204,2203,78.8,4,3.00,16.84,104,120,794,1104,1818,925,22.0,133.58,135.51,3.50,22.06,215,4646,139.10,0,0,0,0,7.59,1.000,34.30,46.1,15.29,0
24.569,-3.12,8.59,10.67,8,6,6,1,40.4,13.05,8.70,11.21,1.74,on,11.23,199,1.000,0.0,0.00,0.00,2256,2203,78.8,4,3.00,16.84,104,120,624,1081,585,925,22.0,134.80,142.58,3.50,21.97,215,4650,129.10,0,0,0,0,7.61,1.000,34.30,46.1,15.29,0
24.596,-3.91,7.03,10.73,8,7,7,3,34.5,13.05,8.61,11.21,1.75,on,11.23,199,1.000,0.0,0.00,0.00,2069,2203,78.8,4,3.00,16.87,104,120,2178,1081,565,946,22.0,135.92,137.46,3.52,21.30,215,4655,119.10,0,0,0,0,7.59,1.000,34.30,39.8,12.55,0
24.627,-3.91,7.03,10.77,8,7,7,3,21.2,13.05,8.25,11.23,1.68,on,11.23,199,1.000,0.0,0.00,0.00,2095,2203,78.8,4,3.00,16.87,104,120,661,411,527,868,22.0,129.98,116.36,3.52,20.97,215,4629,104.10,0,0,0,0,7.60,1.000,34.30,39.8,12.55,0
24.646,-3.91,5.47,10.65,9,7,8,5,3.5,13.05,7.32,11.34,1.57,on,11.23,199,1.000,0.0,0.00,0.00,2220,2203,78.8,4,3.50,16.79,104,120,1811,833,730,602,22.0,118.74,104.66,3.26,19.48,215,4632,89.10,0,0,0,0,7.59,1.000,34.03,33.1,9.80,0
24.669,-6.25,6.25,10.62,9,7,8,6,0.0,13.05,6.49,11.46,1.45,on,11.37,199,1.000,0.0,0.00,0.00,2289,2203,78.8,4,6.50,14.84,104,120,680,833,678,876,22.0,109.47,88.86,3.04,18.44,215,4643,79.10,0,0,0,0,7.59,1.000,33.67,27.6,7.45,0
24.687,-6.25,6.25,10.75,9,7,8,6,0.0,13.05,5.53,11.96,1.31,on,11.47,199,1.000,0.0,0.00,0.00,2341,438,78.8,4,6.50,14.84,104,120,97,433,678,490,22.0,99.58,78.28,3.04,17.20,215,4653,69.10,0,0,0,0,7.60,1.000,33.24,27.6,7.45,0
24.711,-11.72,7.81,10.90,9,8,9,7,0.0,13.05,4.06,12.61,1.19,on,11.98,199,1.000,0.0,0.00,0.00,1880,438,78.8,4,10.00,10.91,104,120,83,52,72,52,22.0,86.72,64.32,2.80,14.87,215,4646,59.10,0,0,0,0,7.59,1.000,32.16,21.7,0.00,0
24.735,-11.72,7.81,11.19,9,8,9,7,0.0,13.05,2.48,13.64,1.05,on,12.63,199,1.000,0.0,0.00,0.00,1496,438,78.8,4,10.00,10.91,104,120,83,95,48,33,22.0,78.35,50.46,2.80,12.96,215,4636,49.10,0,0,0,0,7.61,1.000,28.55,21.7,0.00,0
24.760,0.00,9.38,11.86,8,8,9,7,0.0,13.05,0.25,13.87,0.91,off,13.25,199,1.000,0.0,0.00,0.00,1183,438,78.8,4,10.50,8.88,104,120,101,54,43,21,22.0,67.52,32.28,2.38,10.77,215,4611,34.10,0,0,0,0,7.59,1.000,24.04,16.1,0.00,0
24.787,0.00,10.16,12.22,3,4,8,5,0.0,13.05,-1.76,14.21,0.80,off,13.25,199,1.000,0.0,0.00,0.00,991,438,78.8,4,6.00,9.74,104,120,101,52,39,26,22.0,56.86,15.68,1.66,8.91,215,4566,0.00,0,0,0,0,7.60,1.000,6.43,6.3,0.00,0
24.806,0.00,10.16,12.39,3,4,8,5,0.0,13.05,-3.81,14.46,0.64,off,13.25,199,1.000,0.0,0.00,0.00,806,438,78.8,4,6.00,9.74,104,120,27,56,21,16,22.0,47.16,5.75,1.66,6.59,215,4596,0.00,0,0,0,0,7.60,1.000,6.43,6.3,0.00,0
24.829,0.00,10.94,12.66,0,0,6,2,0.0,13.05,-5.61,14.63,0.55,off,13.25,199,1.000,0.0,0.00,0.00,707,438,78.8,4,-7.50,8.80,104,120,23,46,14,16,22.0,39.12,3.51,1.02,5.11,215,4562,0.00,0,0,0,0,7.60,1.000,6.43,6.3,0.00,0
24.851,0.00,10.94,12.58,0,0,6,2,0.0,13.05,-6.83,14.65,0.47,off,13.25,199,1.000,0.0,0.00,0.00,599,438,78.8,4,-7.50,8.80,104,120,32,46,24,18,22.0,34.01,2.40,1.02,4.37,215,4553,0.00,0,0,0,0,7.61,1.000,6.43,6.3,0.00,0
24.885,0.00,11.72,13.47,0,0,4,-1,0.0,13.05,-8.30,14.65,0.38,off,13.25,199,1.000,0.0,0.00,0.00,597,438,78.8,4,-7.00,7.79,104,120,28,17,18,19,22.0,27.74,1.86,0.72,3.43,215,4582,0.00,0,0,0,0,7.59,1.000,6.43,6.3,0.00,0
24.908,0.00,12.50,14.33,0,0,2,-2,0.0,13.05,-9.11,14.65,0.32,off,13.25,199,1.000,0.0,0.00,0.00,535,438,78.8,4,-6.00,6.82,104,118,21,24,20,10,22.0,23.69,1.86,0.66,2.86,215,4546,0.00,0,0,0,0,7.60,1.000,6.43,6.3,0.00,0
24.941,0.00,12.50,15.10,0,0,2,-2,0.0,13.05,-9.71,14.66,0.28,off,13.25,199,1.000,0.0,0.00,0.00,568,438,78.8,4,-6.00,6.82,104,118,30,18,21,23,22.0,20.48,1.67,0.66,2.59,215,4522,0.00,0,0,0,0,7.62,1.000,6.43,6.3,0.00,0
24.971,0.00,12.50,16.16,0,0,1,-2,0.0,13.05,-10.29,14.66,0.24,off,13.25,199,1.000,0.0,0.00,0.00,467,438,71.8,4,-5.00,4.81,104,118,24,14,24,27,22.0,17.00,1.59,0.56,2.23,215,4471,0.00,0,0,0,0,7.59,1.000,6.43,6.3,0.00,0
25.001,0.00,12.50,16.34,0,0,1,-2,0.0,13.05,-10.65,14.67,0.21,off,13.25,199,1.000,0.0,0.00,0.00,387,438,71.8,4,-4.50,3.79,104,118,13,13,19,23,22.0,14.60,2.40,0.64,1.96,215,4424,0.00,0,0,0,0,7.60,1.000,6.43,6.3,0.00,0
25.015,0.00,12.50,17.68,0,0,1,-2,0.0,13.05,-10.92,14.67,0.18,off,13.25,199,1.000,0.0,0.00,0.00,451,438,71.8,4,-3.50,3.74,104,117,21,15,24,21,22.0,12.51,4.15,0.96,1.93,215,4385,0.00,0,0,0,0,7.61,1.000,6.43,6.3,0.00,0
25.046,0.00,12.50,18.57,0,0,1,-2,0.0,13.05,-11.02,14.68,0.16,off,13.39,199,1.000,0.0,0.00,0.00,411,438,71.8,4,-3.50,3.74,104,117,24,18,15,17,22.0,11.16,5.45,0.96,1.93,215,4338,0.00,0,0,0,0,7.61,1.000,6.43,6.3,0.00,0
25.076,0.00,12.50,15.77,0,0,0,-2,0.0,13.05,-11.07,14.68,0.15,off,13.49,199,1.000,0.0,0.00,0.00,373,438,71.8,4,-2.50,3.69,104,117,16,14,15,17,22.0,10.26,5.22,1.10,1.93,215,4306,0.00,0,0,0,0,7.60,1.000,6.43,6.3,0.00,0
25.096,0.00,12.50,14.58,0,0,0,-2,0.0,13.05,-11.10,14.69,0.13,off,13.68,199,1.000,0.0,0.00,0.00,365,438,71.8,5,-2.50,3.69,104,117,14,8,20,20,22.0,9.09,3.61,1.10,1.93,215,4261,0.00,0,0,0,0,7.61,1.000,6.43,6.3,0.00,0
25.119,0.00,12.50,14.20,0,0,0,-2,0.0,13.05,-11.12,14.69,0.12,off,13.78,199,1.000,0.0,0.00,0.00,368,438,71.8,5,-1.50,3.64,104,117,14,8,30,13,22.0,8.41,3.90,0.94,1.93,215,4238,0.00,0,0,0,0,7.59,1.000,6.43,6.3,0.00,0
25.150,0.00,12.50,14.15,0,0,0,-2,0.0,13.05,-11.12,14.69,0.12,off,13.89,199,1.000,0.0,0.00,0.00,376,438,71.8,5,-1.50,3.59,104,117,19,11,30,14,22.0,7.91,3.51,0.94,1.93,215,4204,0.00,0,0,0,0,7.60,1.000,6.43,6.3,0.00,0
25.164,0.00,12.50,14.22,0,0,0,-2,0.0,13.05,-11.13,14.70,0.11,off,13.99,199,1.000,0.0,0.00,0.00,382,438,71.8,5,-1.50,3.59,104,117,20,17,33,11,22.0,7.37,4.20,0.94,1.93,215,4159,0.00,0,0,0,0,7.60,1.000,6.43,6.3,0.00,0
25.204,0.00,12.50,14.35,0,0,0,-2,0.0,13.05,-11.13,14.70,0.10,off,14.20,199,1.000,0.0,0.00,0.00,388,438,71.8,5,-1.00,3.54,104,117,15,14,12,13,22.0,6.77,4.25,1.04,1.93,215,4110,0.00,0,0,0,0,7.59,1.000,6.43,6.3,0.00,0
25.222,0.00,12.50,14.53,0,0,0,-1,0.0,13.05,-11.13,14.70,0.10,off,14.31,199,1.000,0.0,0.00,0.00,393,438,71.8,5,0.00,3.49,104,117,16,11,12,14,22.0,6.41,4.15,1.02,1.93,215,4074,0.00,0,0,0,0,7.59,1.000,6.43,6.7,0.00,0
25.260,0.00,12.50,14.69,0,0,0,-1,0.0,13.05,-11.13,14.70,0.09,off,14.42,199,1.000,0.0,0.00,0.00,398,438,71.8,5,0.00,3.49,104,117,16,15,17,11,22.0,6.12,2.92,1.02,1.93,215,4050,0.00,0,0,0,0,7.61,1.000,6.43,6.7,0.00,0
25.275,0.00,12.50,14.77,0,0,0,-2,0.0,13.05,-11.13,14.70,0.09,off,14.70,199,1.000,0.0,0.00,0.00,403,438,71.8,5,1.00,3.44,104,117,7,7,20,24,22.0,5.79,2.55,0.80,1.93,215,4003,0.00,0,0,0,0,7.58,1.000,6.43,6.7,0.00,0
25.321,0.00,12.50,16.58,0,0,0,-1,0.0,13.05,-11.13,14.70,0.08,off,14.70,199,1.000,0.0,0.00,0.00,409,438,71.8,5,1.50,3.40,104,117,7,16,15,15,22.0,5.48,2.58,0.82,1.93,215,3944,0.00,0,0,0,0,7.59,1.000,6.43,6.7,0.00,0
