Time (sec),AF Correction 1 (%),AF Learning 1 (%),AF Sens 1 Ratio (AFR),AVCS Exh Left (°),AVCS Exh Right (°),AVCS In Left (°),AVCS In Right (°),Accel Position (%),Baro Pressure (psi),Boost Extended (psi),CL Fuel Target (AFR),Calculated Load Ext (g/rev),Closed Loop Sw (on/off),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Ethanol Final (%),Feedback Knock (°),Fine Knock Learn (°),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),Intake Temp Manifold (F),KS Noise Cyl 1 (raw),KS Noise Cyl 2 (raw),KS Noise Cyl 3 (raw),KS Noise Cyl 4 (raw),Limits Boost Table Base Rel SL Ext (psi),MAF Corr Final (g/s),MAF Table (g/s),MAF Volts (V),Man Abs Press (psi),Oil Temp (F),RPM (RPM),Req Torque (Nm),Roughness Cyl 1 (count),Roughness Cyl 2 (count),Roughness Cyl 3 (count),Roughness Cyl 4 (count),Sns Only TGV R (raw),TGV Map Ratio (mult),Target Boost Final Abs Ext (psi),Throttle Pos (%),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.4.2-17441][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: 2016 WRX 91 - 01.ptm - Realtime: 2016 WRX 91 - 01.ptm]
2.246,0.78,11.72,14.28,17,17,-5,-5,35.7,13.05,0.86,14.40,0.91,on,14.42,196,1.000,0.0,0.00,0.00,1692,1685,71.8,1,11.50,3.47,113,115,483,681,567,915,22.0,30.93,31.24,2.08,13.97,209,2033,109.29,0,0,0,0,66.64,0.000,34.30,35.4,8.63,0
2.273,0.78,11.72,14.19,17,17,-5,-5,37.3,13.05,0.92,14.55,0.91,on,14.42,196,1.000,0.0,0.00,0.00,1624,1685,71.8,1,11.50,3.47,113,115,483,701,567,714,22.0,31.83,31.45,2.08,14.11,209,2068,113.96,0,0,0,0,66.65,0.000,34.30,35.4,8.63,0
2.305,0.00,11.72,14.16,17,17,-4,-5,38.8,13.05,0.96,14.50,0.91,on,14.53,196,1.000,0.0,0.00,0.00,1689,1699,71.8,1,10.00,3.56,113,115,630,701,567,714,22.0,32.32,34.17,2.10,14.00,209,2122,118.65,0,0,0,0,66.64,0.000,34.30,37.8,9.41,0
2.319,0.00,11.72,14.08,17,17,-4,-5,40.0,13.05,0.97,14.54,0.93,on,14.59,196,1.000,0.0,0.00,0.00,1718,1752,71.8,1,10.00,3.56,113,115,630,531,1128,714,22.0,33.29,36.08,2.10,14.08,209,2148,121.76,0,0,0,0,66.64,0.000,34.30,37.8,9.41,0
2.347,-0.78,11.72,14.04,17,17,-3,-4,40.8,13.05,1.05,14.49,0.93,on,14.53,196,1.000,0.0,0.00,0.00,1695,1752,71.8,1,10.00,3.67,113,115,707,531,1128,677,22.0,34.32,33.32,2.16,14.16,209,2191,124.69,0,0,0,0,66.64,0.000,34.30,40.2,10.20,0
2.390,-0.78,11.72,14.05,17,17,-2,-4,42.0,13.05,1.14,14.48,0.95,on,14.53,196,1.000,0.0,0.00,0.00,1746,1752,71.8,1,9.50,3.81,113,115,707,730,417,671,22.0,36.42,33.96,2.24,14.32,209,2280,127.41,0,0,0,0,66.67,0.040,34.30,42.5,10.98,0
2.421,-1.56,11.72,14.06,17,17,-2,-4,42.0,13.05,1.16,14.48,0.95,on,14.53,196,1.000,0.0,0.00,0.00,1768,1752,71.8,1,9.50,3.95,113,115,826,730,417,671,22.0,36.98,36.74,2.26,14.22,209,2312,127.21,0,0,0,0,66.78,0.060,34.30,42.5,11.37,0
2.451,-1.56,11.72,14.13,17,17,-2,-4,41.6,13.05,1.21,14.50,0.97,on,14.53,196,1.000,0.0,0.00,0.00,1786,1805,71.8,1,9.50,3.95,113,115,826,737,912,447,22.0,38.49,39.35,2.26,14.20,209,2386,126.64,0,0,0,0,65.46,0.100,34.30,42.5,11.37,0
2.466,-0.78,11.72,14.14,17,17,-1,-3,41.6,13.05,1.22,14.50,0.97,on,14.53,196,1.000,0.0,0.00,0.00,1767,1805,71.8,1,9.00,4.07,113,115,650,737,822,447,22.0,39.03,41.73,2.28,14.43,209,2417,126.25,0,0,0,0,61.58,0.190,34.30,41.3,11.37,0
2.493,-1.56,11.72,14.20,17,17,-1,-3,41.2,13.05,1.23,14.49,0.99,on,14.53,196,1.000,0.0,0.00,0.00,1808,1805,71.8,1,9.50,4.14,113,115,650,612,822,517,22.0,39.93,37.93,2.22,14.24,209,2430,125.66,0,0,0,0,55.29,0.592,34.30,41.3,11.37,0
2.524,-1.56,11.72,14.15,17,17,-1,-3,41.2,13.05,1.31,14.49,0.99,on,14.53,196,1.000,0.0,0.00,0.00,1833,1805,71.8,1,9.50,4.14,113,115,1207,678,770,517,22.0,40.42,42.92,2.22,14.51,209,2448,124.90,0,0,0,0,48.74,0.622,34.30,41.3,11.37,0
2.553,-1.56,11.72,14.12,17,17,-1,-2,40.8,13.05,1.31,14.41,1.01,on,14.42,196,1.000,0.0,0.00,0.00,1769,1858,71.8,1,10.00,4.18,113,115,1207,678,770,597,22.0,41.48,42.21,2.28,14.43,209,2460,124.50,0,0,0,0,43.08,0.773,34.30,41.3,11.37,0
2.564,-1.56,11.72,14.06,18,17,-1,-1,40.8,13.05,1.34,14.41,1.01,on,14.42,196,1.000,0.0,0.00,0.00,1828,1858,71.8,1,9.00,4.22,113,115,329,678,836,597,22.0,41.68,47.60,2.40,14.49,209,2471,124.29,0,0,0,0,38.97,0.793,34.30,42.1,11.37,0
2.595,-1.56,11.72,14.11,18,17,-1,-1,40.8,13.05,1.45,14.41,1.03,on,14.42,196,1.000,0.0,0.00,0.00,1917,1858,71.8,1,9.00,4.22,113,115,329,522,836,452,22.0,42.86,46.26,2.40,14.77,209,2488,124.09,0,0,0,0,34.68,0.813,34.30,42.1,11.37,0
2.621,-1.56,11.72,14.23,17,17,0,-1,40.8,13.05,1.50,14.40,1.04,on,14.42,196,1.000,0.0,0.00,0.00,1919,1858,78.8,1,7.50,4.27,113,113,1469,795,883,452,22.0,43.54,47.06,2.38,14.53,209,2506,123.90,0,0,0,0,30.43,0.843,34.30,42.5,11.37,0
2.643,-1.56,11.72,14.31,17,17,0,-1,40.8,13.05,1.63,14.40,1.03,on,14.42,196,1.000,0.0,0.00,0.00,1869,1858,78.8,1,7.50,4.27,113,113,615,795,883,340,22.0,43.96,47.33,2.38,15.04,209,2549,123.90,0,0,0,0,27.34,0.873,34.30,42.5,11.37,0
2.673,-1.56,11.72,14.27,18,17,0,0,40.8,13.05,1.71,14.31,1.05,on,14.36,196,1.000,0.0,0.00,0.00,1796,1924,78.8,1,8.00,4.89,113,113,615,795,659,340,22.0,45.53,47.86,2.28,14.83,209,2580,123.70,0,0,0,0,24.69,0.893,34.30,42.5,11.37,0
2.703,-1.56,11.72,14.29,18,17,1,2,40.4,13.05,1.76,14.31,1.06,on,14.31,196,1.000,0.0,0.00,0.00,1910,1924,78.8,1,8.50,5.01,113,113,932,995,659,490,22.0,46.63,53.76,2.46,14.98,209,2627,122.91,0,0,0,0,21.71,0.923,34.30,42.5,11.37,0
2.733,-1.56,11.72,14.28,18,18,2,2,36.9,13.05,1.97,14.30,1.09,on,14.31,196,1.000,0.0,0.00,0.00,1847,1924,78.8,1,8.00,5.17,113,113,932,870,1148,354,22.0,49.64,56.22,2.40,15.24,209,2712,111.81,0,0,0,0,19.02,0.963,34.30,38.2,10.98,0
2.759,-1.56,11.72,14.22,18,18,2,2,32.2,13.05,1.98,14.13,1.09,on,14.15,196,1.000,0.0,0.00,0.00,1838,1924,78.8,1,8.00,5.17,113,113,799,1012,1083,354,22.0,49.96,55.70,2.40,14.97,209,2749,100.00,0,0,0,0,17.54,0.983,34.06,38.2,10.98,0
2.790,-0.78,11.72,14.22,18,18,3,3,26.3,13.05,1.85,14.29,1.08,on,14.15,196,1.000,0.0,0.00,0.00,1795,1924,78.8,1,7.50,5.91,113,113,1035,1012,1083,663,22.0,50.19,47.33,2.52,14.64,209,2788,90.00,0,0,0,0,16.26,1.000,33.70,30.7,8.63,0
2.820,-1.56,11.72,14.17,18,18,4,4,18.8,13.05,1.57,14.28,1.05,on,14.31,196,1.000,0.0,0.00,0.00,1799,1924,78.8,1,8.50,5.43,113,113,1035,863,604,813,22.0,49.40,49.22,2.38,14.35,209,2826,75.00,0,0,0,0,15.00,1.000,33.34,24.4,5.88,0
2.845,-1.56,11.72,14.03,18,18,4,4,2.4,13.05,1.19,14.36,1.02,on,14.31,196,1.000,0.0,0.00,0.00,1894,1924,78.8,1,8.50,5.43,113,113,864,801,887,813,22.0,47.90,43.64,2.38,14.07,209,2857,60.00,0,0,0,0,13.81,1.000,31.18,24.4,5.88,0
2.870,-3.12,11.72,13.91,18,18,5,5,0.0,13.05,0.49,14.46,0.94,on,14.47,198,1.000,0.0,0.00,0.00,1848,438,78.8,1,10.50,4.89,113,113,517,801,887,774,22.0,43.29,26.99,2.24,12.45,209,2876,45.00,0,0,0,0,12.94,1.000,28.95,18.5,3.53,0
2.891,-4.69,11.72,13.85,17,18,5,5,0.0,13.05,-0.17,14.61,0.86,on,14.64,198,1.000,0.0,0.00,0.00,1706,438,78.8,1,14.00,4.30,113,113,517,11,467,774,22.0,39.28,23.08,1.82,11.32,209,2878,35.00,0,0,0,0,12.41,1.000,24.45,12.6,0.00,0
2.917,-4.69,11.72,13.82,17,18,5,5,0.0,13.05,-1.65,14.80,0.68,on,14.82,198,1.000,0.0,0.00,0.00,1492,438,78.8,1,14.00,4.30,113,113,28,11,27,15,22.0,32.38,13.14,1.82,9.33,209,2860,19.88,0,0,0,0,11.69,1.000,15.44,12.6,0.00,0
2.956,-5.47,11.72,13.80,15,17,5,5,0.0,13.05,-3.17,14.80,0.58,on,14.82,198,1.000,0.0,0.00,0.00,1336,438,78.8,1,14.00,3.66,113,113,16,12,13,9,22.0,26.38,7.65,1.44,7.97,209,2840,0.00,0,0,0,0,11.04,1.000,6.43,9.1,0.00,0
2.979,-6.25,11.72,13.77,8,13,5,5,0.0,13.05,-4.17,14.80,0.52,on,14.82,198,1.000,0.0,0.00,0.00,1238,438,71.8,1,14.00,3.62,113,113,16,18,13,9,22.0,23.42,5.22,1.20,6.99,209,2822,0.00,0,0,0,0,10.73,1.000,6.43,5.5,0.00,0
3.010,-6.25,11.72,13.75,8,13,5,5,0.0,13.05,-5.56,14.80,0.44,on,14.82,198,1.000,0.0,0.00,0.00,1163,438,71.8,1,14.00,3.62,113,111,9,18,15,9,22.0,20.39,2.55,1.20,5.76,209,2808,0.00,0,0,0,0,10.41,1.000,6.43,5.5,0.00,0
3.040,-7.03,11.72,13.73,1,5,5,5,0.0,13.05,-6.33,14.80,0.40,on,14.82,198,1.000,0.0,0.00,0.00,1076,438,71.8,1,14.50,2.99,113,111,9,15,15,10,22.0,17.81,1.80,0.76,5.41,209,2802,0.00,0,0,0,0,10.09,1.000,6.43,5.5,0.00,0
3.055,-7.81,11.72,13.65,0,0,4,4,0.0,13.05,-7.29,14.80,0.33,on,14.82,198,1.000,0.0,0.00,0.00,992,438,71.8,1,15.00,2.40,113,111,13,9,11,11,22.0,15.38,1.69,0.56,4.44,209,2820,0.00,0,0,0,0,9.79,1.000,6.43,5.5,0.00,0
3.085,-8.59,11.72,13.53,0,0,4,4,0.0,13.05,-8.08,14.80,0.30,on,14.82,198,1.000,0.0,0.00,0.00,946,438,71.8,1,15.00,1.81,113,111,13,9,16,11,22.0,13.65,1.80,0.62,3.98,209,2836,0.00,0,0,0,0,9.58,1.000,6.43,5.5,0.00,0
3.115,-8.59,11.72,13.47,0,0,4,4,0.0,13.05,-8.65,14.80,0.26,on,14.82,198,1.000,0.0,0.00,0.00,881,438,71.8,1,15.00,1.81,113,111,24,8,16,7,22.0,12.16,2.10,0.62,3.57,209,2845,0.00,0,0,0,0,9.39,1.000,6.43,5.5,0.00,0
3.143,-9.38,11.72,13.42,0,0,3,3,0.0,13.05,-9.05,14.80,0.24,on,14.82,198,1.000,0.0,0.00,0.00,839,438,71.8,1,15.00,1.82,113,111,24,13,18,7,22.0,11.26,2.17,0.70,3.28,209,2849,0.00,0,0,0,0,9.28,1.000,6.43,5.5,0.00,0
3.168,-10.16,11.72,13.23,0,0,2,3,0.0,13.05,-9.54,14.80,0.22,on,14.82,198,1.000,0.0,0.00,0.00,788,438,71.8,1,15.50,1.82,113,111,16,13,18,6,22.0,10.18,2.19,0.72,3.03,209,2848,0.00,0,0,0,0,9.14,1.000,6.43,5.5,0.00,0
3.190,-10.16,11.72,13.02,0,0,2,3,0.0,13.05,-9.81,14.80,0.20,on,14.82,198,1.000,0.0,0.00,0.00,754,438,71.8,1,15.50,1.82,113,109,16,5,15,6,22.0,9.42,2.35,0.72,2.82,209,2840,0.00,0,0,0,0,9.04,1.000,6.43,5.5,0.00,0
3.219,-11.72,11.72,12.88,0,0,2,2,0.0,13.05,-10.06,14.80,0.19,on,14.82,198,1.000,0.0,0.00,0.00,735,438,71.8,1,15.50,1.20,113,109,15,5,15,6,22.0,8.67,2.33,0.76,2.72,209,2813,0.00,0,0,0,0,8.95,1.000,6.43,5.5,0.00,0
3.244,-14.06,11.72,12.68,0,0,1,2,0.0,13.05,-10.30,14.80,0.17,on,14.82,198,1.000,0.0,0.00,0.00,694,438,71.8,1,16.00,1.19,113,109,11,4,15,8,22.0,7.76,2.19,0.74,2.47,209,2780,0.00,0,0,0,0,8.84,1.000,6.43,5.5,0.00,0
3.271,-14.06,11.72,12.34,0,0,1,2,0.0,13.05,-10.45,14.80,0.16,on,14.82,198,1.000,0.0,0.00,0.00,655,438,71.8,1,16.00,1.19,113,109,11,8,8,8,22.0,7.18,2.14,0.74,2.33,209,2756,0.00,0,0,0,0,8.78,1.000,6.43,5.5,0.00,0
3.301,-14.84,11.72,12.38,0,0,1,2,0.0,13.05,-10.62,14.80,0.15,on,14.82,198,1.000,0.0,0.00,0.00,628,438,71.8,1,16.00,1.17,113,109,11,8,19,8,22.0,6.66,2.07,0.72,2.23,209,2712,0.00,0,0,0,0,8.72,1.000,6.43,5.5,0.00,0
3.332,-15.62,11.72,12.20,0,0,1,1,0.0,13.05,-10.67,14.80,0.14,on,14.82,198,1.000,0.0,0.00,0.00,608,438,71.8,1,16.50,0.58,113,109,11,7,19,7,22.0,6.40,1.93,0.66,2.33,209,2698,0.00,0,0,0,0,8.68,1.000,6.43,5.9,0.00,0
3.347,-15.62,11.72,12.13,0,0,1,1,0.0,13.05,-10.71,14.80,0.14,on,14.82,198,1.000,0.0,0.00,0.00,584,438,71.8,1,16.50,0.58,113,109,13,15,6,7,22.0,6.02,2.10,0.66,2.30,209,2654,0.00,0,0,0,0,8.64,1.000,6.43,5.9,0.00,0
3.376,-17.19,11.72,12.05,0,0,0,1,0.0,13.05,-10.75,14.80,0.13,on,14.82,198,1.000,0.0,0.00,0.00,567,438,71.8,1,16.50,0.56,113,109,8,15,6,12,22.0,5.78,2.14,0.72,2.19,209,2630,0.00,0,0,0,0,8.61,1.000,6.43,5.9,0.00,0
3.392,-17.19,11.72,12.04,0,0,0,1,0.0,13.05,-10.80,14.70,0.13,on,14.82,198,1.000,0.0,0.00,0.00,544,438,71.8,1,16.50,0.56,113,109,8,10,9,12,22.0,5.64,2.31,0.72,2.16,209,2616,0.00,0,0,0,0,8.59,1.000,6.43,5.9,0.00,0
3.427,-17.19,11.72,12.01,0,0,0,1,0.0,13.05,-10.80,14.70,0.13,on,14.70,198,1.000,0.0,0.00,0.00,523,438,71.8,1,17.00,0.55,113,109,6,10,9,7,22.0,5.40,2.26,0.72,2.25,209,2559,0.00,0,0,0,0,8.56,1.000,6.43,5.9,0.00,0
3.466,-17.19,11.72,11.99,0,0,0,1,0.0,13.05,-10.85,14.70,0.12,on,14.70,198,1.000,0.0,0.00,0.00,492,438,71.8,1,17.00,0.54,113,109,6,9,13,7,22.0,5.18,2.17,0.72,2.12,209,2534,0.00,0,0,0,0,8.52,1.000,6.43,6.3,0.00,0
3.492,-17.97,11.72,12.05,0,0,0,1,0.8,13.05,-10.85,14.70,0.12,on,14.70,198,1.000,0.0,0.00,0.00,473,438,71.8,1,17.00,0.54,113,109,11,9,8,7,22.0,5.08,2.26,0.70,2.22,209,2513,3.33,0,0,0,0,8.51,1.000,6.43,6.3,0.00,0
3.521,-17.97,11.72,12.09,0,0,0,1,7.5,13.05,-10.87,14.70,0.12,on,14.70,198,1.000,0.0,0.00,0.00,461,438,71.8,1,17.00,0.54,113,109,11,4,8,4,22.0,4.99,2.33,0.70,2.09,209,2488,23.59,0,0,0,0,8.49,1.000,11.27,6.3,0.00,0
3.551,-17.19,11.72,12.19,0,0,0,0,10.6,13.05,-10.88,14.70,0.13,on,14.70,198,1.000,0.0,0.00,0.00,439,438,71.8,1,17.50,0.53,113,109,8,5,7,4,22.0,5.25,2.86,0.78,2.21,209,2468,32.35,0,0,0,0,8.47,1.000,20.03,11.0,0.00,0
3.581,-17.19,11.72,12.31,0,0,-1,0,12.5,13.05,-10.73,14.70,0.14,on,14.70,198,1.000,0.0,0.00,0.00,418,438,71.8,1,18.00,1.04,113,109,7,5,7,4,22.0,5.78,5.60,1.06,2.40,209,2438,36.44,0,0,0,0,8.46,1.000,21.88,13.4,0.00,0
3.596,-17.19,11.72,12.44,0,0,-1,0,14.5,13.05,-10.34,14.70,0.18,on,14.70,198,1.000,0.0,0.00,0.00,377,438,71.8,1,18.00,1.04,113,109,7,4,12,8,22.0,7.36,13.14,1.06,3.29,209,2375,44.83,0,0,0,0,8.45,1.000,25.83,13.4,0.00,0
3.624,-16.41,11.72,12.52,0,0,-2,-1,15.3,13.05,-9.98,14.70,0.21,on,14.70,198,1.000,0.0,0.00,0.00,415,438,71.8,1,18.50,1.52,113,109,8,4,12,8,22.0,8.76,16.11,1.50,3.91,209,2329,47.36,0,0,0,0,8.45,1.000,27.13,15.7,1.18,0
3.655,-16.41,11.72,12.50,0,0,-6,-5,16.1,13.05,-9.61,14.70,0.26,on,14.70,198,1.000,0.0,0.00,0.00,424,438,71.8,2,19.00,1.41,113,109,8,8,11,8,22.0,9.81,19.92,1.68,4.31,209,2211,49.67,0,0,0,0,8.44,1.000,28.17,16.9,1.96,0
3.685,-16.41,11.72,12.35,0,0,-6,-5,16.5,13.05,-8.94,14.70,0.32,on,14.70,198,1.000,0.0,0.00,0.00,430,531,71.8,2,19.00,1.41,113,109,7,8,11,5,22.0,11.07,20.23,1.68,5.06,209,2064,50.26,0,0,0,0,8.44,1.000,29.02,16.9,1.96,0
3.701,-17.19,11.72,12.16,0,0,-10,-9,16.9,13.05,-8.19,14.70,0.39,on,14.70,198,1.000,0.0,0.00,0.00,523,703,71.8,2,19.50,1.71,113,109,7,5,3,5,22.0,11.64,20.70,1.74,6.02,209,1872,51.83,0,0,0,0,8.43,1.000,29.57,17.3,1.96,0
3.732,-18.75,11.72,12.04,0,0,-12,-11,16.9,13.05,-7.38,14.70,0.43,on,14.70,198,1.000,0.0,0.00,0.00,587,796,71.8,2,18.50,1.88,113,109,7,5,3,7,22.0,11.88,21.63,1.78,6.96,209,1685,51.83,0,0,0,0,8.42,1.000,29.73,17.7,1.96,0
3.759,-18.75,11.72,11.95,0,0,-12,-11,17.3,13.05,-6.88,14.70,0.46,on,14.70,198,1.000,0.0,0.00,0.00,657,889,71.8,2,18.50,1.88,113,109,6,5,4,7,22.0,12.30,21.94,1.78,7.47,209,1603,53.00,0,0,0,0,8.42,1.000,30.29,17.7,1.96,0
3.790,-19.53,11.72,11.93,0,0,-15,-14,19.6,13.05,-6.37,14.70,0.49,on,14.70,198,1.000,0.0,0.00,0.00,763,969,71.8,2,16.50,1.69,113,109,6,3,4,7,22.0,12.81,23.89,1.84,8.00,209,1556,59.44,0,0,0,0,8.42,1.000,30.82,18.5,2.35,0
3.820,-20.31,11.72,12.02,1,0,-17,-17,23.5,13.05,-5.53,14.70,0.51,on,14.70,198,1.000,0.0,0.00,0.00,797,969,71.8,2,17.00,1.68,113,109,6,3,4,10,22.0,13.93,25.68,1.88,8.97,209,1625,67.61,0,0,0,0,8.41,1.000,31.51,22.0,3.53,0
3.835,-20.31,11.72,12.17,1,0,-17,-17,26.3,13.05,-4.33,14.70,0.58,on,14.70,198,1.000,0.0,0.00,0.00,817,1168,71.8,2,17.00,1.68,113,109,14,3,26,10,22.0,16.61,32.90,1.88,10.34,209,1705,79.89,0,0,0,0,8.40,1.000,33.07,22.0,3.53,0
3.864,-19.53,11.72,12.31,2,0,-19,-18,27.5,13.05,-3.69,14.70,0.63,on,14.70,198,1.000,0.0,0.00,0.00,875,1261,71.8,2,9.50,1.82,113,109,14,19,26,78,22.0,19.68,36.29,2.10,10.97,209,1758,83.58,0,0,0,0,8.40,1.000,33.40,26.0,5.10,0
3.895,-18.75,11.72,12.43,2,1,-19,-19,28.6,13.05,-2.86,14.70,0.68,on,14.70,198,1.000,0.0,0.00,0.00,992,1367,71.8,2,8.50,2.33,113,109,67,19,26,78,22.0,21.90,37.45,2.20,11.92,209,1822,87.09,0,0,0,0,8.40,1.000,33.54,28.0,5.88,0
3.924,-18.75,11.72,12.91,2,1,-19,-19,29.8,13.05,-2.15,14.70,0.74,on,14.70,198,1.000,0.0,0.00,0.00,1220,1486,71.8,2,8.50,2.33,113,109,67,157,83,78,22.0,24.66,34.17,2.20,12.21,209,1915,90.60,0,0,0,0,8.39,1.000,33.72,28.0,5.88,0
3.944,-16.41,11.72,13.25,3,1,-20,-20,30.6,13.05,-1.47,14.70,0.79,on,14.70,198,1.000,0.0,0.00,0.00,1296,1553,71.8,2,8.00,2.86,113,109,511,157,83,329,22.0,25.77,31.24,2.14,12.60,209,1940,93.14,0,0,0,0,8.38,1.000,33.80,29.5,6.67,0
3.970,-14.84,11.72,13.71,4,2,-20,-20,30.6,13.05,-1.05,14.70,0.81,on,14.70,198,1.000,0.0,0.00,0.00,1382,1553,71.8,2,14.50,2.86,113,111,511,157,492,329,22.0,25.55,29.99,2.04,12.74,209,1917,92.94,0,0,0,0,8.38,1.000,33.81,30.3,7.06,0
4.000,-14.84,11.72,14.13,4,2,-20,-20,30.6,13.05,-0.84,14.65,0.83,on,14.70,198,1.000,0.0,0.00,0.00,1399,1553,71.8,2,14.50,2.86,113,111,511,352,492,329,22.0,25.29,26.67,2.04,12.89,209,1833,92.74,0,0,0,0,8.38,1.000,33.80,30.3,7.06,0
4.016,-11.72,11.72,14.54,5,3,-19,-19,30.6,13.05,-0.50,14.66,0.81,on,14.70,198,1.000,0.0,0.00,0.00,1452,1553,71.8,2,13.00,2.30,113,111,346,352,492,195,22.0,23.00,24.05,1.90,12.90,209,1737,92.94,0,0,0,0,8.37,1.000,33.80,29.5,7.06,0
4.042,-10.16,11.72,14.66,6,3,-17,-19,30.6,13.05,-0.40,14.66,0.81,on,14.70,198,1.000,0.0,0.00,0.00,1484,1553,71.8,2,12.50,2.16,113,111,346,558,254,195,22.0,22.42,26.50,1.90,13.02,209,1689,93.33,0,0,0,0,8.37,1.000,33.80,30.3,7.06,0
4.072,-10.16,11.72,14.78,6,3,-17,-19,31.8,13.05,-0.26,14.66,0.80,on,14.70,198,1.000,0.0,0.00,0.00,1440,1553,71.8,2,12.50,2.16,113,111,346,558,254,625,22.0,22.38,25.35,1.90,12.94,209,1674,97.03,0,0,0,0,8.37,1.000,33.84,30.3,7.06,0
4.103,-9.38,11.72,14.86,7,4,-15,-17,33.7,13.05,-0.19,14.66,0.79,on,14.70,198,1.000,0.0,0.00,0.00,1450,1553,71.8,2,12.00,2.54,113,111,277,558,254,625,22.0,23.40,25.19,1.84,12.98,209,1734,103.25,0,0,0,0,8.37,1.000,33.95,32.7,7.45,0
4.134,-8.59,11.72,14.98,8,5,-10,-16,38.0,13.05,-0.11,14.70,0.82,on,14.70,198,1.000,0.0,0.00,0.00,1459,1553,71.8,2,10.50,2.70,113,111,277,448,524,625,22.0,24.93,26.34,1.92,13.06,209,1807,114.34,0,0,0,0,8.36,1.000,34.30,36.6,9.02,0
4.161,-8.59,11.72,15.07,8,5,-10,-16,41.6,13.05,-0.01,14.65,0.83,on,14.70,198,1.000,0.0,0.00,0.00,1432,1553,71.8,2,10.50,2.70,113,111,389,448,524,346,22.0,26.66,27.16,1.92,13.30,209,1898,123.31,0,0,0,0,8.37,1.000,34.30,36.6,9.02,0
4.176,-8.59,11.72,15.25,8,5,-7,-15,43.1,13.05,0.06,14.60,0.85,on,14.70,198,1.000,0.0,0.00,0.00,1479,1646,71.8,2,12.50,2.86,113,111,389,448,537,346,22.0,27.29,27.49,1.96,13.29,209,1920,129.31,0,0,0,0,8.37,1.000,34.30,40.2,10.59,0
4.193,-8.59,11.72,15.24,8,5,-7,-15,43.9,13.05,0.14,14.60,0.85,on,14.64,198,1.000,0.0,0.00,0.00,1518,1646,71.8,2,12.50,2.86,113,111,389,536,537,431,22.0,27.61,29.13,1.96,13.31,209,1929,133.84,0,0,0,0,8.27,1.000,34.30,40.2,10.59,0
4.223,-7.03,11.72,15.46,9,6,-3,-13,43.9,13.05,0.24,14.60,0.86,on,14.64,198,1.000,0.0,0.00,0.00,1551,1646,71.8,2,12.50,2.87,113,111,504,536,255,431,22.0,27.36,27.32,1.98,13.40,209,1911,133.26,0,0,0,0,8.16,1.000,34.30,43.3,11.76,0
4.251,-6.25,11.72,15.52,9,7,0,-12,43.5,13.05,0.31,14.60,0.87,on,14.64,198,1.000,0.0,0.00,0.00,1589,1646,71.8,2,12.00,2.80,113,111,504,658,255,431,22.0,26.84,30.41,2.02,13.38,209,1875,132.09,0,0,0,0,8.07,1.000,34.30,42.9,11.37,0
4.280,-6.25,11.72,15.62,9,7,0,-12,43.1,13.05,0.33,14.61,0.87,on,14.64,198,1.000,0.0,0.00,0.00,1569,1646,71.8,2,12.00,2.80,113,111,504,658,255,412,22.0,26.55,27.49,2.02,13.66,209,1828,131.12,0,0,0,0,8.01,1.000,34.30,42.9,11.37,0
4.295,-5.47,11.72,15.68,10,8,2,-10,42.7,13.05,0.43,14.61,0.86,on,14.64,198,1.000,0.0,0.00,0.00,1562,1646,71.8,2,11.50,2.73,113,111,388,658,727,412,22.0,25.95,26.83,1.94,13.62,209,1815,130.54,0,0,0,0,7.92,1.000,34.30,42.1,11.37,0
4.322,-4.69,11.72,15.68,10,8,2,-9,43.1,13.05,0.48,14.61,0.85,on,14.64,198,1.000,0.0,0.00,0.00,1704,1646,71.8,2,12.00,2.74,113,111,388,781,727,628,22.0,26.42,29.13,1.92,13.61,209,1838,130.73,0,0,0,0,7.85,1.000,34.30,42.5,11.37,0
4.352,-4.69,11.72,15.63,10,8,2,-9,43.1,13.05,0.51,14.61,0.86,on,14.64,198,1.000,0.0,0.00,0.00,1703,1646,71.8,2,12.00,2.74,113,111,440,781,727,628,22.0,27.48,26.99,1.92,13.69,209,1882,131.30,0,0,0,0,7.80,1.000,34.30,42.5,11.37,0
4.382,-4.69,11.72,15.63,11,9,1,-7,43.5,13.05,0.54,14.60,0.87,on,14.64,198,1.000,0.0,0.00,0.00,1751,1646,71.8,2,11.50,2.82,113,111,440,635,382,628,22.0,28.15,29.99,2.02,13.62,209,1918,132.09,0,0,0,0,7.76,1.000,34.30,42.5,11.37,0
4.411,-4.69,11.72,15.57,11,9,-1,-6,43.5,13.05,0.57,14.60,0.87,on,14.64,198,1.000,0.0,0.00,0.00,1712,1646,71.8,2,12.00,2.94,113,111,545,635,382,500,22.0,29.05,28.14,1.98,13.56,209,1972,132.68,0,0,0,0,7.72,1.000,34.30,42.5,11.37,0
