Time (sec),AF Correction 1 (%),AF Correction 3 (%),AF Sens 1 Curr (mA),AF Sens 1 Ratio (AFR),AVCS Exh Table (°),AVCS In Table (°),Accel Position (%),Battery Volt (V),Boost Extended (psi),CL Fuel Target (AFR),CL Fuel Target Table (AFR),CPC Purge Valve Duty (%),Calculated Load (g/rev),Catalyst Temp (F),Comm Fuel Final (AFR),Coolant Temp (F),Dyn Adv Mult (DAM),Dynamic Adv Base Table (°),Dynamic Adv Lrn (°),EGR Actual (steps),Engine Start Mode (mode),Feedback Knock (°),Fine Knock Learn (°),Fuel Econ Corr (mult),Fuel Pressure (psi),Fuel Pressure Target (psi),Fuel Pump Duty (%),Gear Position (Gear),Ignition Timing (°),Inj Duty Cycle (%),Intake Temp (F),MAF Corr Final (g/s),MAF Table (g/s),MAF Volt (V),Man Abs Press (psi),Oil Temp (F),Per Gear Boost (%),Primary Ign (°),RPM (RPM),Req Torque (Nm),TD Boost Error Ext (psi),TGV Map Ratio (mult),TPS Duty (%),Target Boost Final Abs Ext (psi),Throttle Pos (%),Vehicle Speed (mph),Wastegate Duty (%),AP Info:[AP3-SUB-004 v1.7.3.1-17032][2016 USDM WRX MT COBB Custom Features Gen2][Reflash: Stage1 91 v361.ptm - Realtime: Stage1 91 v361.ptm]
176.507,-4.69,0.00,0.00,14.64,14.84,-17.38,13.3,12.96,-5.20,14.73,14.64,10.4,0.44,1087.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,900,942,71.8,6,18.50,3.40,64,23.74,23.89,2.06,7.75,212,0.0,17.50,3182,83.86,1.54,0.000,18.75,9.39,18.1,85,0.00,0
176.527,-4.69,0.00,0.00,14.67,14.81,-17.38,13.3,13.12,-5.20,14.73,14.64,10.4,0.44,1087.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,865,942,71.8,6,18.50,2.72,64,23.71,24.05,2.04,7.78,212,0.0,17.50,3184,82.97,1.47,0.000,30.47,9.32,17.7,85,0.00,0
176.551,-4.69,0.00,0.00,14.68,14.81,-17.38,13.3,13.12,-5.21,14.73,14.64,10.4,0.44,1087.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,996,942,71.8,6,18.50,2.72,64,23.67,23.56,2.04,7.84,212,0.0,17.50,3183,82.97,1.48,0.000,30.47,9.32,17.7,85,0.00,0
176.585,-4.69,0.00,0.00,14.71,14.79,-17.38,13.3,13.04,-5.22,14.73,14.64,10.4,0.44,1087.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1022,942,71.8,6,18.50,3.40,64,23.66,23.73,2.04,7.82,212,0.0,17.50,3187,84.19,1.59,0.000,30.47,9.42,17.7,85,0.00,0
176.615,-4.69,0.00,0.00,14.76,14.74,-17.38,13.3,13.20,-5.27,14.73,14.64,10.4,0.44,1088.0,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,985,942,71.8,6,18.50,2.72,64,23.68,23.56,2.04,7.78,212,0.0,17.50,3185,84.21,1.63,0.000,29.69,9.42,18.1,85,0.00,0
176.629,-4.69,0.00,0.00,14.73,14.71,-17.39,13.7,13.20,-5.27,14.73,14.64,10.4,0.44,1088.0,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,955,942,71.8,6,18.50,2.72,64,23.70,24.05,2.04,7.65,212,0.0,17.50,3189,84.61,1.67,0.000,29.69,9.45,18.1,85,0.00,0
176.663,-4.69,0.00,0.00,14.74,14.64,-17.39,13.3,13.04,-5.27,14.73,14.64,10.4,0.44,1088.0,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,964,942,71.8,6,18.50,2.72,64,23.72,23.89,2.04,7.65,212,0.0,17.50,3189,84.15,1.63,0.000,28.91,9.41,18.1,85,0.00,0
176.696,-3.91,0.00,0.00,14.74,14.64,-17.39,13.7,12.96,-5.23,14.73,14.64,10.4,0.44,1088.0,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,993,942,71.8,6,18.50,2.72,64,23.75,24.05,2.04,7.76,212,0.0,17.50,3188,84.60,1.67,0.000,32.81,9.48,18.1,85,0.00,0
176.727,-3.91,0.00,0.00,14.76,14.71,-17.39,13.7,13.12,-5.22,14.73,14.64,10.4,0.44,1088.0,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,925,942,71.8,6,18.50,2.72,64,23.78,23.89,2.04,7.86,212,0.0,17.50,3185,84.64,1.63,0.000,32.03,9.45,18.1,85,0.00,0
176.763,-3.91,0.00,0.00,14.78,14.69,-17.39,13.7,13.12,-5.25,14.73,14.64,10.4,0.44,1088.0,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1025,942,71.8,6,18.50,2.72,64,23.84,24.37,2.04,7.80,212,0.0,17.50,3188,86.33,1.78,0.000,32.03,9.58,18.1,85,0.00,0
176.778,-3.91,0.00,0.00,14.79,14.64,-17.39,14.1,13.20,-5.26,14.73,14.64,10.4,0.44,1088.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,999,942,71.8,6,18.50,3.40,64,23.93,24.85,2.02,7.72,212,0.0,17.50,3190,87.14,1.89,0.000,33.59,9.67,18.1,85,0.00,0
176.807,-3.12,0.00,0.00,14.76,14.64,-17.39,13.7,13.04,-5.23,14.73,14.64,10.4,0.44,1088.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,957,942,71.8,6,18.50,3.40,64,24.03,24.37,2.06,7.77,212,0.0,17.50,3189,86.30,1.76,0.000,37.50,9.58,18.1,85,0.00,0
176.823,-3.12,0.00,0.00,14.75,15.40,-17.48,13.7,13.04,-5.20,14.73,14.64,10.4,0.45,1088.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,923,942,71.8,6,18.50,3.40,64,24.04,24.69,2.06,7.77,212,0.0,17.50,3185,84.64,1.60,0.000,37.50,9.45,18.1,85,0.00,0
176.862,-3.12,0.00,0.00,14.74,14.91,-17.37,13.3,13.04,-5.18,14.73,14.64,10.4,0.44,1088.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,921,942,71.8,6,18.50,3.40,64,23.95,23.73,2.06,7.87,212,0.0,17.50,3179,82.64,1.42,0.000,20.31,9.30,17.7,85,0.00,0
176.889,-3.12,0.00,0.00,14.71,14.86,-17.38,13.3,12.80,-5.20,14.73,14.64,10.4,0.44,1088.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,943,942,71.8,6,18.50,3.39,64,23.86,23.73,2.04,7.82,212,0.0,17.50,3183,83.88,1.54,0.000,41.41,9.39,17.7,85,0.00,0
176.923,-3.12,0.00,0.00,14.71,14.86,-17.38,13.7,12.80,-5.25,14.73,14.64,10.4,0.44,1088.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,985,942,71.8,6,18.50,3.39,64,23.82,24.05,2.04,7.84,212,0.0,17.50,3183,85.96,1.63,0.000,41.41,9.46,17.7,85,0.00,0
176.938,-3.12,0.00,0.00,14.73,14.81,-17.38,13.7,13.12,-5.27,14.73,14.64,10.4,0.44,1088.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1017,942,71.8,6,18.50,3.40,64,23.87,23.56,2.04,7.74,212,0.0,17.50,3185,85.50,1.80,0.000,26.56,9.59,18.1,85,0.00,0
176.965,-3.12,0.00,0.00,14.73,14.79,-17.38,13.7,13.04,-5.26,14.73,14.64,10.4,0.44,1088.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,893,942,71.8,6,18.50,3.40,64,23.94,24.21,2.04,7.67,212,0.0,17.50,3184,84.65,1.66,0.000,25.78,9.45,18.1,85,0.00,0
177.001,-3.12,0.00,0.00,14.68,14.84,-17.38,13.3,13.28,-5.21,14.73,14.64,10.4,0.44,1088.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,923,942,71.8,6,18.50,3.39,64,23.94,24.05,2.04,7.75,212,0.0,17.50,3181,83.46,1.61,0.000,22.66,9.43,17.7,85,0.00,0
177.025,-3.12,0.00,0.00,14.69,14.86,-17.38,13.3,13.28,-5.20,14.73,14.64,10.4,0.44,1088.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,914,942,71.8,6,18.50,3.39,64,23.94,24.85,2.04,7.82,212,0.0,17.50,3180,83.90,1.51,0.000,22.66,9.36,17.7,85,0.00,0
177.064,-3.91,0.00,0.00,14.67,14.76,-17.38,13.7,12.96,-5.21,14.73,14.64,10.4,0.44,1088.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,901,942,71.8,6,18.50,3.39,64,24.00,24.05,2.04,7.88,212,0.0,17.50,3184,84.65,1.57,0.000,39.06,9.42,18.1,85,0.00,0
177.079,-3.91,0.00,0.00,14.68,14.79,-17.38,13.7,13.12,-5.24,14.73,14.64,10.4,0.44,1089.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,989,942,71.8,6,18.50,3.39,64,23.94,24.05,2.04,7.79,212,0.0,17.50,3184,85.10,1.62,0.000,28.91,9.45,18.1,85,0.00,0
177.104,-3.91,0.00,0.00,14.69,14.76,-17.38,13.7,13.12,-5.25,14.73,14.64,10.4,0.44,1089.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,930,942,71.8,6,18.50,3.39,64,23.96,24.21,2.04,7.83,212,0.0,17.50,3184,85.94,1.75,0.000,28.91,9.55,18.1,85,0.00,0
177.123,-3.91,0.00,0.00,14.67,14.71,-17.39,13.7,13.12,-5.24,14.73,14.64,10.4,0.44,1089.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,970,942,71.8,6,18.50,2.72,64,23.92,24.05,2.04,7.67,212,0.0,17.50,3185,86.36,1.77,0.000,23.44,9.58,18.1,85,0.00,0
177.156,-3.91,0.00,0.00,14.67,14.79,-17.38,14.1,13.12,-5.23,14.73,14.64,10.4,0.44,1089.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,996,942,71.8,6,18.50,2.72,64,23.99,24.21,2.04,7.73,212,0.0,17.50,3185,87.66,1.86,0.000,23.44,9.68,18.1,85,0.00,0
177.171,-4.69,0.00,0.00,14.69,14.71,-17.39,14.1,13.20,-5.20,14.73,14.64,10.4,0.45,1089.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,993,942,71.8,6,18.50,2.72,64,24.12,24.69,2.08,7.78,212,0.0,17.50,3188,88.03,1.85,0.000,32.81,9.70,18.1,85,0.00,0
177.204,-4.69,0.00,0.00,14.69,15.32,-17.48,14.1,13.20,-5.16,14.73,14.64,10.4,0.45,1089.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,938,942,71.8,6,18.50,2.72,64,24.22,25.02,2.08,7.96,212,0.0,17.50,3188,87.19,1.82,0.000,32.81,9.70,18.1,85,0.00,0
177.218,-4.69,0.00,0.00,14.71,15.40,-17.48,14.1,13.04,-5.15,14.73,14.64,10.4,0.45,1089.4,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,895,942,71.8,6,18.50,3.40,64,24.27,24.53,2.06,7.93,212,0.0,17.50,3183,87.26,1.73,0.000,25.00,9.65,18.1,85,0.00,0
177.246,-4.69,0.00,0.00,14.69,15.42,-17.48,14.1,13.20,-5.15,14.73,14.64,10.4,0.45,1089.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,928,942,71.8,6,18.50,3.40,64,24.26,24.53,2.06,7.93,212,0.0,17.50,3182,88.12,1.82,0.000,26.56,9.72,18.1,85,0.00,0
177.271,-4.69,0.00,0.00,14.72,15.42,-17.48,14.1,13.12,-5.16,14.73,14.64,10.4,0.45,1089.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1031,942,71.8,6,18.50,3.40,64,24.27,24.69,2.06,7.81,212,0.0,17.50,3184,87.68,1.80,0.000,30.47,9.68,18.1,85,0.00,0
177.296,-4.69,0.00,0.00,14.75,15.45,-17.48,13.7,13.12,-5.15,14.73,14.64,10.4,0.45,1089.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1003,942,71.8,6,18.50,3.40,64,24.29,25.02,2.06,7.82,212,0.0,17.50,3182,86.41,1.79,0.000,30.47,9.68,18.1,85,0.00,0
177.322,-4.69,0.00,0.00,14.74,15.40,-17.48,13.7,13.12,-5.12,14.73,14.64,10.4,0.45,1089.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,941,942,71.8,6,18.50,2.72,64,24.27,24.21,2.06,7.85,212,0.0,17.50,3181,86.44,1.65,0.000,36.72,9.59,18.1,85,0.00,0
177.356,-4.69,0.00,0.00,14.75,15.42,-17.48,14.1,13.12,-5.08,14.73,14.64,10.4,0.45,1089.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,952,942,71.8,6,18.50,2.72,64,24.29,24.69,2.06,7.93,212,0.0,17.50,3180,87.75,1.72,0.000,36.72,9.69,18.1,85,0.00,0
177.371,-4.69,0.00,0.00,14.79,15.47,-17.47,14.1,12.96,-5.09,14.73,14.64,10.4,0.45,1089.9,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,886,942,71.8,6,18.50,3.39,64,24.34,25.02,2.06,7.97,212,0.0,17.50,3179,88.19,1.72,0.000,40.62,9.69,18.1,85,0.00,0
177.404,-3.91,0.00,0.00,14.82,15.52,-17.47,13.7,13.20,-5.10,14.73,14.64,10.4,0.45,1090.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,948,942,71.8,6,18.50,3.39,64,24.45,25.02,2.08,8.01,212,0.0,17.50,3178,85.22,1.54,0.000,25.00,9.49,18.1,85,0.00,0
177.433,-3.91,0.00,0.00,14.83,15.47,-17.47,13.7,13.20,-5.11,14.73,14.64,10.4,0.45,1090.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,948,942,71.8,6,18.50,3.39,64,24.42,24.05,2.08,7.89,212,0.0,17.50,3180,85.19,1.56,0.000,25.00,9.49,18.1,85,0.00,0
177.447,-3.91,0.00,0.00,14.85,15.47,-17.47,13.7,13.28,-5.14,14.73,14.64,10.4,0.45,1090.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,942,942,71.8,6,18.50,3.39,64,24.31,25.02,2.06,7.83,212,0.0,17.50,3176,86.54,1.64,0.000,31.25,9.56,18.1,85,0.00,0
177.477,-3.91,0.00,0.00,14.83,15.58,-17.47,13.7,13.20,-5.13,14.73,14.64,10.4,0.45,1090.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,885,942,71.8,6,18.50,3.38,64,24.28,24.53,2.08,7.81,212,0.0,17.50,3170,85.78,1.61,0.000,19.53,9.53,18.1,85,0.00,0
177.507,-3.91,0.00,0.00,14.79,15.63,-17.47,13.7,13.20,-5.12,14.73,14.64,10.4,0.45,1090.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,929,942,71.8,6,18.50,3.38,64,24.35,24.53,2.08,7.84,212,0.0,17.50,3178,86.91,1.62,0.000,19.53,9.53,18.1,85,0.00,0
177.527,-3.91,0.00,0.00,14.76,15.55,-17.47,14.1,12.96,-5.12,14.73,14.64,10.4,0.45,1090.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,969,942,71.8,6,18.50,3.39,64,24.38,24.37,2.06,7.92,212,0.0,17.50,3179,88.60,1.82,0.000,44.53,9.75,18.1,85,0.00,0
177.551,-3.91,0.00,0.00,14.75,15.50,-17.47,14.5,12.96,-5.12,14.73,14.64,10.4,0.45,1090.5,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,919,942,71.8,6,18.50,3.39,64,24.44,25.18,2.06,7.94,212,0.0,17.50,3180,90.72,1.94,0.000,44.53,9.88,18.1,85,0.00,0
177.565,-3.12,0.00,0.00,14.80,15.45,-17.48,14.5,13.04,-5.12,14.73,14.64,10.4,0.45,1091.0,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,900,942,71.8,6,18.50,3.39,64,24.59,25.18,2.06,7.93,212,0.0,17.00,3185,91.05,1.99,0.000,42.97,9.91,18.5,85,0.00,0
177.594,-3.12,0.00,0.00,14.75,15.42,-17.48,15.7,13.28,-5.11,14.73,14.64,10.4,0.45,1091.0,14.70,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,999,942,71.8,6,18.00,3.40,64,24.73,24.85,2.08,7.97,212,0.0,17.00,3187,98.40,2.24,0.000,48.44,10.17,18.9,85,0.00,0
177.624,-3.12,0.00,0.00,14.74,15.96,-17.58,17.3,13.28,-5.03,14.73,14.64,10.4,0.47,1091.0,14.76,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1034,942,71.8,6,18.00,3.40,64,25.04,26.35,2.08,7.98,212,0.0,17.00,3187,109.39,3.14,0.000,48.44,11.08,18.9,85,0.00,0
177.656,-3.12,0.00,0.00,14.73,15.83,-17.58,18.0,13.12,-4.90,14.73,14.64,10.4,0.47,1091.0,14.76,192,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,954,942,71.8,6,17.50,3.40,64,25.66,29.57,2.14,8.22,212,0.0,17.00,3189,114.90,3.60,0.000,37.50,11.75,20.5,85,0.00,0
177.671,-3.12,0.00,0.00,14.72,16.43,-17.68,18.8,13.12,-4.75,14.73,14.64,10.4,0.49,1091.0,14.76,192,0.750,0.00,0.00,15.0,0.0,0.00,0.00,1.000,874,1035,71.8,6,17.50,3.40,64,26.40,30.33,2.14,8.50,212,0.0,16.50,3191,119.16,3.78,0.000,37.50,12.08,20.5,85,0.00,0
177.705,-3.12,0.00,0.00,14.69,17.07,-17.78,18.4,13.04,-4.47,14.73,14.64,11.2,0.50,1091.0,14.76,192,0.750,0.00,0.00,15.0,0.0,0.00,0.00,1.000,908,1035,71.8,6,17.50,3.40,64,26.99,31.09,2.22,8.93,212,0.0,16.00,3189,117.45,3.50,0.000,44.53,11.98,21.3,85,0.00,0
177.735,-3.91,0.00,0.00,14.68,18.37,-17.97,18.0,13.20,-4.20,14.73,14.64,11.2,0.52,1091.5,14.76,192,0.750,0.00,0.00,17.0,0.0,0.00,0.00,1.000,1102,1128,71.8,6,17.00,3.40,64,28.20,31.66,2.28,9.17,212,0.0,15.50,3187,113.64,2.80,0.000,16.41,11.66,20.5,85,0.00,0
177.750,-3.91,0.00,0.00,14.70,19.42,-17.26,17.3,13.20,-4.02,14.73,14.64,11.2,0.53,1091.5,14.76,192,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1197,1128,71.8,6,17.00,3.40,64,28.38,29.76,2.28,9.31,212,0.0,15.50,3176,112.45,2.57,0.000,16.41,11.57,20.5,85,0.00,0
177.765,-3.91,0.00,0.00,14.76,19.53,-17.25,16.5,13.60,-3.90,14.73,14.64,11.9,0.53,1091.5,14.76,192,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1176,1128,71.8,6,16.00,3.39,64,28.28,29.57,2.22,9.27,212,0.0,15.50,3172,104.06,2.08,0.000,21.88,11.19,20.1,85,0.00,0
177.811,-3.12,0.00,0.00,14.82,19.87,-17.23,15.3,13.44,-3.76,14.73,14.64,11.9,0.53,1091.5,14.76,192,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1196,1128,71.8,6,16.00,3.38,64,27.92,28.45,2.20,9.28,212,0.0,15.50,3165,96.09,1.03,0.000,24.22,10.32,19.3,85,0.00,0
177.834,-3.12,0.00,0.00,14.83,19.02,-17.91,12.5,13.44,-3.76,14.73,14.64,11.9,0.52,1091.5,14.76,192,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1163,1128,71.8,6,16.00,3.38,64,27.58,26.00,2.20,9.19,212,0.0,15.50,3164,84.59,0.15,0.000,24.22,9.45,19.3,85,0.00,0
177.858,-3.12,0.00,0.00,14.88,19.00,-17.91,11.0,13.68,-3.83,14.73,14.64,11.9,0.50,1091.5,14.76,192,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1102,1035,71.8,6,16.00,3.37,64,26.87,24.21,2.10,9.08,212,0.0,16.00,3164,72.69,-0.53,0.000,13.28,8.74,17.7,85,0.00,0
177.882,-2.34,0.00,0.00,14.94,18.39,-17.81,11.0,13.44,-4.04,14.73,14.64,11.9,0.49,1092.1,14.76,192,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1083,1035,71.8,6,17.00,3.37,64,25.96,22.50,2.02,8.80,212,0.0,16.50,3166,67.12,-0.87,0.000,28.91,8.29,16.5,85,0.00,0
177.900,-2.34,0.00,0.00,14.98,17.06,-17.64,11.0,13.44,-4.22,14.73,14.64,11.9,0.48,1092.1,14.76,192,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1053,1035,71.8,6,17.00,3.37,64,25.18,21.31,2.02,8.62,212,0.0,16.50,3166,68.39,-0.62,0.000,28.91,8.22,16.5,85,0.00,0
177.938,-1.56,0.00,0.00,14.94,15.86,-17.45,11.4,13.84,-4.56,14.73,14.64,11.2,0.45,1092.1,14.76,192,0.750,0.00,0.00,19.0,0.0,0.00,0.00,1.000,1006,942,71.8,6,17.50,3.38,64,24.13,21.60,1.94,8.25,212,0.0,17.50,3164,70.97,-0.38,0.000,25.78,8.28,16.9,85,0.00,0
177.979,-1.56,0.00,0.00,14.96,15.81,-17.46,11.8,13.84,-4.82,14.73,14.64,11.2,0.44,1092.1,14.70,192,0.750,0.00,0.00,16.0,0.0,0.00,0.00,1.000,899,942,71.8,6,18.50,3.38,64,23.75,21.90,1.96,7.93,212,0.0,17.50,3169,73.03,0.22,0.000,41.41,8.57,16.9,85,0.00,0
178.000,-1.56,0.00,0.00,14.88,15.08,-17.37,11.8,13.60,-4.92,14.73,14.64,14.3,0.44,1092.1,14.70,190,0.750,0.00,0.00,16.0,0.0,0.00,0.00,1.000,915,942,71.8,6,18.50,3.38,64,23.66,22.35,2.00,7.89,212,0.0,17.50,3169,73.84,0.50,0.000,38.28,8.63,17.3,85,0.00,0
178.025,-1.56,0.00,0.00,14.84,14.99,-17.37,12.2,13.60,-4.97,14.73,14.64,14.3,0.44,1092.1,14.70,190,0.750,0.00,0.00,16.0,0.0,0.00,0.00,1.000,912,942,71.8,6,18.50,3.38,64,23.63,22.65,2.00,7.86,212,0.0,17.50,3176,74.97,0.63,0.000,38.28,8.72,17.3,85,0.00,0
178.060,-1.56,0.00,0.00,14.73,14.86,-17.38,12.2,13.36,-5.06,14.73,14.64,14.3,0.44,1092.6,14.70,190,0.750,0.00,0.00,16.0,0.0,0.00,0.00,1.000,862,942,71.8,6,18.50,3.39,64,23.70,22.79,2.00,7.97,212,0.0,17.50,3183,75.33,0.69,0.000,27.34,8.71,17.3,85,0.00,0
178.075,-2.34,0.00,0.00,14.70,14.74,-17.38,12.5,13.68,-5.11,14.73,14.64,14.3,0.44,1092.6,14.70,190,0.750,0.00,0.00,16.0,0.0,0.00,0.00,1.000,913,942,71.8,6,18.50,3.40,64,23.76,23.09,2.02,7.96,212,0.0,17.50,3187,77.36,0.85,0.000,40.62,8.83,17.7,85,0.00,0
178.113,-2.34,0.00,0.00,14.66,14.71,-17.39,12.9,13.76,-5.14,14.73,14.64,14.3,0.44,1092.6,14.70,190,0.750,0.00,0.00,16.0,0.0,0.00,0.00,1.000,974,942,71.8,6,18.50,3.40,64,23.79,23.56,2.04,7.89,212,0.0,17.50,3184,79.51,1.05,0.000,29.69,8.96,17.7,85,0.00,0
178.137,-2.34,0.00,0.00,14.55,14.71,-17.39,13.3,13.76,-5.14,14.73,14.64,14.3,0.44,1092.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,949,942,71.8,6,18.50,3.40,64,23.83,23.09,2.04,7.78,212,0.0,17.50,3184,83.38,1.38,0.000,29.69,9.29,17.7,85,0.00,0
178.163,-3.12,0.00,0.00,14.51,14.74,-17.38,13.3,13.68,-5.13,14.73,14.64,14.3,0.44,1092.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,931,942,71.8,6,18.50,3.39,64,23.92,23.56,2.04,7.80,212,0.0,17.50,3181,84.25,1.50,0.000,21.88,9.42,18.1,85,0.00,0
178.188,-3.12,0.00,0.00,14.49,15.47,-17.47,13.3,13.68,-5.11,14.73,14.64,14.3,0.45,1092.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1022,942,71.8,6,18.50,3.39,64,24.08,24.53,2.04,7.84,212,0.0,17.50,3181,83.03,1.39,0.000,21.88,9.33,18.1,85,0.00,0
178.215,-3.12,0.00,-0.12,14.45,15.47,-17.47,12.9,13.36,-5.09,14.73,14.64,14.3,0.45,1093.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,1010,942,71.8,6,18.50,3.39,64,24.16,24.05,2.06,8.00,212,0.0,17.50,3181,81.29,1.31,0.000,35.16,9.26,17.7,85,0.00,0
178.239,-3.91,0.00,-0.12,14.43,15.47,-17.47,12.5,13.60,-5.10,14.73,14.64,14.7,0.45,1093.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,862,942,71.8,6,18.50,3.39,64,24.14,23.89,2.04,7.96,212,0.0,17.50,3180,77.49,1.07,0.000,33.59,9.03,17.3,85,0.00,0
178.263,-3.91,0.00,-0.12,14.42,15.52,-17.47,12.5,13.60,-5.15,14.73,14.64,14.7,0.45,1093.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,836,942,71.8,6,18.50,3.39,64,23.94,23.73,2.04,7.89,212,0.0,17.50,3172,77.19,0.94,0.000,33.59,8.88,17.3,85,0.00,0
178.297,-3.91,0.00,-0.12,14.43,15.16,-17.37,12.5,13.68,-5.21,14.73,14.64,14.7,0.44,1093.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,936,942,71.8,6,18.50,3.38,64,23.72,22.79,2.00,7.80,212,0.0,17.50,3167,77.29,1.05,0.000,39.06,8.89,17.3,85,0.00,0
178.327,-4.69,0.00,-0.12,14.43,15.21,-17.36,12.5,13.68,-5.24,14.73,14.64,14.3,0.44,1093.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,972,942,71.8,6,18.50,2.70,64,23.56,22.94,2.02,7.67,212,0.0,17.50,3166,78.61,1.12,0.000,28.12,8.93,17.7,85,0.00,0
178.342,-4.69,0.00,-0.12,14.45,15.13,-17.37,12.5,13.68,-5.25,14.73,14.64,14.3,0.44,1093.1,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,935,942,71.8,6,18.50,2.70,64,23.52,23.24,2.02,7.70,212,0.0,17.50,3166,78.61,1.21,0.000,28.12,9.03,17.7,85,0.00,0
178.375,-4.69,0.00,-0.12,14.49,15.13,-17.37,12.5,13.60,-5.24,14.73,14.64,14.3,0.44,1093.6,14.70,190,0.750,0.00,0.00,13.0,0.0,0.00,0.00,1.000,931,942,71.8,6,18.50,2.70,64,23.53,23.56,2.02,7.69,212,0.0,17.50,3167,77.74,1.11,0.000,33.59,8.93,17.7,85,0.00,0
